"Date","Price","Open","High","Low","Vol.","Change %"
"10/11/2023","69.25","69.25","69.25","69.25","","0.29%"
"10/10/2023","69.05","69.05","69.05","69.05","","-0.14%"
"10/09/2023","69.15","69.15","69.15","69.15","","-0.93%"
"10/06/2023","69.80","69.80","69.80","69.80","","-0.92%"
"10/05/2023","70.45","70.45","70.45","70.45","","0.00%"
"10/04/2023","70.45","70.45","70.45","70.45","","-2.29%"
"10/03/2023","72.10","72.10","72.10","72.10","","-1.57%"
"10/02/2023","73.25","75.00","75.00","75.00","0.00K","43.49%"
"02/27/2023","51.05","51.05","51.05","51.05","","-1.26%"
"02/24/2023","51.70","51.70","51.70","51.70","","-0.19%"
"02/23/2023","51.80","51.80","51.80","51.80","","0.00%"
"02/22/2023","51.80","51.80","51.80","51.80","","0.00%"
"02/21/2023","51.80","51.80","51.80","51.80","","0.00%"
"02/17/2023","51.80","51.80","51.80","51.80","","0.39%"
"02/16/2023","51.60","51.60","51.60","51.60","","1.08%"
"02/15/2023","51.05","51.05","51.05","51.05","","0.49%"
"02/14/2023","50.80","50.80","50.80","50.80","","0.40%"
"02/13/2023","50.60","50.60","50.60","50.60","","0.10%"
"02/10/2023","50.55","50.55","50.55","50.55","","0.20%"
"02/09/2023","50.45","50.45","50.45","50.45","","-0.20%"
"02/08/2023","50.55","50.55","50.55","50.55","","-0.39%"
"02/07/2023","50.75","50.75","50.75","50.75","","-0.39%"
"02/06/2023","50.95","50.95","50.95","50.95","","-0.59%"
"02/03/2023","51.25","51.25","51.25","51.25","","0.00%"
"02/02/2023","51.25","51.25","51.25","51.25","","0.79%"
"02/01/2023","50.85","50.85","50.85","50.85","","0.00%"
"01/31/2023","50.85","50.85","50.85","50.85","","0.00%"
"01/30/2023","50.85","50.85","50.85","50.85","","0.30%"
"01/27/2023","50.70","50.70","50.70","50.70","","0.70%"
"01/26/2023","50.35","50.35","50.35","50.35","","2.34%"
"01/25/2023","49.20","49.20","49.20","49.20","","0.20%"
"01/24/2023","49.10","49.10","49.10","49.10","","0.20%"
"01/23/2023","49.00","49.00","49.00","49.00","","0.20%"
"01/20/2023","48.90","48.90","48.90","48.90","","-0.10%"
"01/19/2023","48.95","48.95","48.95","48.95","","-0.31%"
"01/18/2023","49.10","49.10","49.10","49.10","","-1.01%"
"01/17/2023","49.60","49.60","49.60","49.60","","-1.78%"
"01/13/2023","50.50","50.50","50.50","50.50","","0.00%"
"01/12/2023","50.50","50.50","50.50","50.50","","0.10%"
"01/11/2023","50.45","50.45","50.45","50.45","","0.20%"
"01/10/2023","50.35","50.35","50.35","50.35","","0.80%"
"01/09/2023","49.95","49.95","49.95","49.95","","1.94%"
"01/06/2023","49.00","49.00","49.00","49.00","","0.10%"
"01/05/2023","48.95","48.95","48.95","48.95","","0.00%"
"01/04/2023","48.95","48.95","48.95","48.95","","0.10%"
"01/03/2023","48.90","48.90","48.90","48.90","","-0.20%"
"12/30/2022","49.00","49.00","49.00","49.00","","0.00%"
"12/29/2022","49.00","49.00","49.00","49.00","","0.00%"
"12/28/2022","49.00","49.00","49.00","49.00","","0.00%"
"12/27/2022","49.00","49.00","49.00","49.00","","1.87%"
"12/23/2022","48.10","48.10","48.10","48.10","","0.00%"
"12/22/2022","48.10","48.10","48.10","48.10","","0.00%"
"12/21/2022","48.10","48.10","48.10","48.10","","0.00%"
"12/20/2022","48.10","48.10","48.10","48.10","","0.00%"
"12/19/2022","48.10","48.10","48.10","48.10","","-0.10%"
"12/16/2022","48.15","48.15","48.15","48.15","","0.00%"
"12/15/2022","48.15","48.15","48.15","48.15","","-0.41%"
"12/14/2022","48.35","48.35","48.35","48.35","","0.00%"
"12/13/2022","48.35","48.35","48.35","48.35","","-0.72%"
"12/12/2022","48.70","48.70","48.70","48.70","","0.00%"
"12/09/2022","48.70","48.70","48.70","48.70","","0.41%"
"12/08/2022","48.50","48.50","48.50","48.50","","0.73%"
"12/07/2022","48.15","48.15","48.15","48.15","","-0.31%"
"12/06/2022","48.30","48.30","48.30","48.30","","-0.10%"
"12/05/2022","48.35","48.35","48.35","48.35","","-1.73%"
"12/02/2022","49.20","49.20","49.20","49.20","","-1.20%"
"12/01/2022","49.80","49.80","49.80","49.80","","-0.30%"
"11/30/2022","49.95","49.95","49.95","49.95","","-0.79%"
"11/29/2022","50.35","50.35","50.35","50.35","","0.00%"
"11/28/2022","50.35","50.35","50.35","50.35","","0.00%"
"11/25/2022","50.35","50.35","50.35","50.35","","0.00%"
"11/23/2022","50.35","50.35","50.35","50.35","","-0.10%"
"11/22/2022","50.40","50.40","50.40","50.40","","-0.20%"
"11/21/2022","50.50","50.50","50.50","50.50","","-0.39%"
"11/18/2022","50.70","50.70","50.70","50.70","","0.00%"
"11/17/2022","50.70","50.70","50.70","50.70","","0.10%"
"11/16/2022","50.65","50.65","50.65","50.65","","0.10%"
"11/15/2022","50.60","50.60","50.60","50.60","","-0.30%"
"11/14/2022","50.75","50.75","50.75","50.75","","0.00%"
"11/11/2022","50.75","50.75","50.75","50.75","","0.10%"
"11/10/2022","50.70","50.70","50.70","50.70","","0.20%"
"11/09/2022","50.60","50.60","50.60","50.60","","0.70%"
"11/08/2022","50.25","50.25","50.25","50.25","","0.50%"
"11/07/2022","50.00","50.00","50.00","50.00","","-1.19%"
"11/04/2022","50.60","50.60","50.60","50.60","","-0.98%"
"11/03/2022","51.10","51.10","51.10","51.10","","-2.48%"
"11/02/2022","52.40","52.40","52.40","52.40","","-0.47%"
"11/01/2022","52.65","52.65","52.65","52.65","","-0.28%"
"10/31/2022","52.80","52.80","52.80","52.80","","-0.47%"
"10/28/2022","53.05","53.05","53.05","53.05","","-0.56%"
"10/27/2022","53.35","53.35","53.35","53.35","","0.00%"
"10/26/2022","53.35","53.35","53.35","53.35","","0.00%"
"10/25/2022","53.35","53.35","53.35","53.35","","0.00%"
"10/24/2022","53.35","53.35","53.35","53.35","","0.57%"
"10/21/2022","53.05","53.05","53.05","53.05","","0.76%"
"10/20/2022","52.65","52.65","52.65","52.65","","0.77%"
"10/19/2022","52.25","52.25","52.25","52.25","","1.46%"
"10/18/2022","51.50","51.50","51.50","51.50","","0.98%"
"10/17/2022","51.00","51.00","51.00","51.00","","0.79%"
"10/14/2022","50.60","50.60","50.60","50.60","","0.80%"
"10/13/2022","50.20","50.20","50.20","50.20","","1.41%"
"10/12/2022","49.50","49.50","49.50","49.50","","0.00%"
"10/11/2022","49.50","49.50","49.50","49.50","","1.43%"
"10/10/2022","48.80","48.80","48.80","48.80","","0.41%"
"10/07/2022","48.60","48.60","48.60","48.60","","-0.72%"
"10/06/2022","48.95","48.95","48.95","48.95","","-0.41%"
"10/05/2022","49.15","49.15","49.15","49.15","","-0.20%"
"10/04/2022","49.25","49.25","49.25","49.25","","0.10%"
"10/03/2022","49.20","49.20","49.20","49.20","","0.41%"
"09/30/2022","49.00","49.00","49.00","49.00","","-0.10%"
"09/29/2022","49.05","49.05","49.05","49.05","","-0.30%"
"09/28/2022","49.20","49.20","49.20","49.20","","0.00%"
"09/27/2022","49.20","49.20","49.20","49.20","","-0.40%"
"09/26/2022","49.40","49.40","49.40","49.40","","-0.90%"
"09/23/2022","49.85","49.85","49.85","49.85","","-0.89%"
"09/22/2022","50.30","50.30","50.30","50.30","","1.41%"
"09/21/2022","49.60","49.60","49.60","49.60","","0.92%"
"09/20/2022","49.15","49.15","49.15","49.15","","0.51%"
"09/19/2022","48.90","48.90","48.90","48.90","","0.00%"
"09/16/2022","48.90","48.90","48.90","48.90","","-4.12%"
"09/15/2022","51.00","51.00","51.00","51.00","","-0.68%"
"09/14/2022","51.35","51.35","51.35","51.35","","-1.72%"
"09/13/2022","52.25","52.25","52.25","52.25","","-1.23%"
"09/12/2022","52.90","52.90","52.90","52.90","","0.28%"
"09/09/2022","52.75","52.75","52.75","52.75","","1.25%"
"09/08/2022","52.10","52.10","52.10","52.10","","0.00%"
"09/07/2022","52.10","52.10","52.10","52.10","","0.29%"
"09/06/2022","51.95","51.95","51.95","51.95","","-1.14%"
"09/02/2022","52.55","52.55","52.55","52.55","","-1.96%"
"09/01/2022","53.60","53.60","53.60","53.60","","0.56%"
"08/31/2022","53.30","53.30","53.30","53.30","","3.80%"
"08/30/2022","51.35","51.35","51.35","51.35","","3.11%"
"08/29/2022","49.80","49.80","49.80","49.80","","0.81%"
"08/26/2022","49.40","49.40","49.40","49.40","","0.00%"
"08/25/2022","49.40","49.40","49.40","49.40","","0.00%"
"08/24/2022","49.40","49.40","49.40","49.40","","0.51%"
"08/23/2022","49.15","49.15","49.15","49.15","","0.10%"
"08/22/2022","49.10","49.10","49.10","49.10","","-0.20%"
"08/19/2022","49.20","49.20","49.20","49.20","","0.00%"
"08/18/2022","49.20","49.20","49.20","49.20","","0.72%"
"08/17/2022","48.85","48.85","48.85","48.85","","0.31%"
"08/16/2022","48.70","48.70","48.70","48.70","","0.00%"
"08/15/2022","48.70","48.70","48.70","48.70","","-0.31%"
"08/12/2022","48.85","48.85","48.85","48.85","","0.00%"
"08/11/2022","48.85","48.85","48.85","48.85","","0.00%"
"08/10/2022","48.85","48.85","48.85","48.85","","0.00%"
"08/09/2022","48.85","48.85","48.85","48.85","","0.00%"
"08/08/2022","48.85","48.85","48.85","48.85","","0.00%"
"08/05/2022","48.85","48.85","48.85","48.85","","-0.20%"
"08/04/2022","48.95","48.95","48.95","48.95","","-0.91%"
"08/03/2022","49.40","49.40","49.40","49.40","","-0.30%"
"08/02/2022","49.55","49.55","49.55","49.55","","-0.20%"
"08/01/2022","49.65","49.65","49.65","49.65","","0.00%"
"07/29/2022","49.65","49.65","49.65","49.65","","0.61%"
"07/28/2022","49.35","49.35","49.35","49.35","","2.28%"
"07/27/2022","48.25","48.25","48.25","48.25","","1.58%"
"07/26/2022","47.50","47.50","47.50","47.50","","0.42%"
"07/25/2022","47.30","47.30","47.30","47.30","","0.75%"
"07/22/2022","46.95","46.95","46.95","46.95","","0.00%"
"07/21/2022","46.95","46.95","46.95","46.95","","0.54%"
"07/20/2022","46.70","46.70","46.70","46.70","","0.00%"
"07/19/2022","46.70","46.70","46.70","46.70","","0.11%"
"07/18/2022","46.65","46.65","46.65","46.65","","0.00%"
"07/15/2022","46.65","46.65","46.65","46.65","","-0.11%"
"07/14/2022","46.70","46.70","46.70","46.70","","-1.68%"
"07/13/2022","47.50","47.50","47.50","47.50","","-0.42%"
"07/12/2022","47.70","47.70","47.70","47.70","","-1.45%"
"07/11/2022","48.40","48.40","48.40","48.40","","-0.21%"
"07/08/2022","48.50","48.50","48.50","48.50","","-0.21%"
"07/07/2022","48.60","48.60","48.60","48.60","","-1.32%"
"07/06/2022","49.25","49.25","49.25","49.25","","-3.53%"
"07/05/2022","51.05","51.05","51.05","51.05","","-0.39%"
"07/01/2022","51.25","51.25","51.25","51.25","","0.79%"
"06/30/2022","50.85","50.85","50.85","50.85","","0.39%"
"06/29/2022","50.65","50.65","50.65","50.65","","1.10%"
"06/28/2022","50.10","50.10","50.10","50.10","","1.52%"
"06/27/2022","49.35","49.35","49.35","49.35","","1.86%"
"06/24/2022","48.45","48.45","48.45","48.45","","0.94%"
"06/23/2022","48.00","48.00","48.00","48.00","","-0.72%"
"06/22/2022","48.35","48.35","48.35","48.35","","1.90%"
"06/21/2022","47.45","47.45","47.45","47.45","","-0.84%"
"06/17/2022","47.85","47.85","47.85","47.85","","-2.25%"
"06/16/2022","48.95","48.95","48.95","48.95","","-1.01%"
"06/15/2022","49.45","49.45","49.45","49.45","","-0.60%"
"06/14/2022","49.75","49.75","49.75","49.75","","-2.26%"
"06/13/2022","50.90","50.90","50.90","50.90","","-2.86%"
"06/10/2022","52.40","52.40","52.40","52.40","","-0.85%"
"06/09/2022","52.85","52.85","52.85","52.85","","1.05%"
"06/08/2022","52.30","52.30","52.30","52.30","","1.45%"
"06/07/2022","51.55","51.55","51.55","51.55","","0.49%"
"06/06/2022","51.30","51.30","51.30","51.30","","1.18%"
"06/03/2022","50.70","50.70","50.70","50.70","","1.81%"
"06/02/2022","49.80","49.80","49.80","49.80","","1.12%"
"06/01/2022","49.25","49.25","49.25","49.25","","1.65%"
"05/31/2022","48.45","48.45","48.45","48.45","","-10.53%"
"05/10/2022","54.15","54.15","54.15","54.15","","-1.72%"
"05/09/2022","55.10","55.10","55.10","55.10","","-0.45%"
"05/06/2022","55.35","55.35","55.35","55.35","","0.36%"
"05/05/2022","55.15","55.15","55.15","55.15","","1.10%"
"05/04/2022","54.55","54.55","54.55","54.55","","0.37%"
"05/03/2022","54.35","54.35","54.35","54.35","","0.00%"
"05/02/2022","54.35","54.35","54.35","54.35","","2.35%"
"04/29/2022","53.10","53.10","53.10","53.10","","0.09%"
"04/28/2022","53.05","53.05","53.05","53.05","","-0.66%"
"04/27/2022","53.40","53.40","53.40","53.40","","-1.48%"
"04/26/2022","54.20","54.20","54.20","54.20","","1.40%"
"04/25/2022","53.45","53.45","53.45","53.45","","-5.57%"
"04/22/2022","56.60","56.60","56.60","56.60","","-8.34%"
"04/21/2022","61.75","61.75","61.75","61.75","","-3.52%"
"04/20/2022","64.00","64.00","64.00","64.00","","-0.08%"
"04/19/2022","64.05","64.05","64.05","64.05","","-0.47%"
"04/18/2022","64.35","64.35","64.35","64.35","","-0.23%"
"04/14/2022","64.50","64.50","64.50","64.50","","0.00%"
"04/13/2022","64.50","64.50","64.50","64.50","","0.00%"
"04/12/2022","64.50","64.50","64.50","64.50","","0.08%"
"04/11/2022","64.45","64.45","64.45","64.45","","0.31%"
"04/08/2022","64.25","64.25","64.25","64.25","0.00K","1.18%"
"04/07/2022","63.50","62.50","62.50","62.50","0.00K","2.50%"
"04/06/2022","61.95","61.95","61.95","61.95","","0.81%"
"04/05/2022","61.45","61.45","61.45","61.45","","2.08%"
"04/04/2022","60.20","60.20","60.20","60.20","0.00K","1.52%"
"04/01/2022","59.30","59.30","59.30","59.30","","1.19%"
"03/31/2022","58.60","58.60","58.60","58.60","","-0.26%"
"03/30/2022","58.75","58.75","58.75","58.75","","-0.09%"
"03/29/2022","58.80","58.80","58.80","58.80","","-0.68%"
"03/28/2022","59.20","59.20","59.20","59.20","","0.25%"
"03/25/2022","59.05","59.05","59.05","59.05","","-0.08%"
"03/24/2022","59.10","59.10","59.10","59.10","","-0.17%"
"03/23/2022","59.20","59.20","59.20","59.20","","-0.17%"
"03/22/2022","59.30","59.30","59.30","59.30","","2.60%"
"03/21/2022","57.80","57.80","57.80","57.80","","0.96%"
"03/18/2022","57.25","57.25","57.25","57.25","","1.60%"
"03/17/2022","56.35","55.40","55.40","55.40","0.01K","1.71%"
"03/16/2022","55.40","55.40","55.40","55.40","","-0.36%"
"03/15/2022","55.60","55.60","55.60","55.60","","-3.22%"
"03/14/2022","57.45","57.45","57.45","57.45","","-4.25%"
"03/11/2022","60.00","58.95","58.95","58.95","0.00K","-0.66%"
"03/10/2022","60.40","60.40","60.40","60.40","","11.75%"
"03/09/2022","54.05","53.10","53.10","53.10","0.00K","1.69%"
"03/08/2022","53.15","53.15","53.15","53.15","","3.20%"
"03/07/2022","51.50","51.50","51.50","51.50","","0.49%"
"03/04/2022","51.25","51.25","51.25","51.25","","-0.68%"
"03/03/2022","51.60","51.60","51.60","51.60","0.00K","0.00%"
"03/02/2022","51.60","50.35","50.35","50.35","0.01K","2.48%"
"03/01/2022","50.35","50.35","50.35","50.35","","2.86%"
"02/28/2022","48.95","49.50","49.50","49.50","0.00K","4.93%"
"02/25/2022","46.65","46.65","46.65","46.65","","3.55%"
"02/24/2022","45.05","45.05","45.05","45.05","","2.27%"
"02/23/2022","44.05","44.05","44.05","44.05","","0.11%"
"02/22/2022","44.00","44.00","44.00","44.00","","-0.11%"
"02/18/2022","44.05","44.05","44.05","44.05","","0.00%"
"02/17/2022","44.05","44.05","44.05","44.05","","0.00%"
"02/16/2022","44.05","44.05","44.05","44.05","","0.00%"
"02/15/2022","44.05","44.05","44.05","44.05","","0.11%"
"02/14/2022","44.00","44.00","44.00","44.00","","0.11%"
"02/11/2022","43.95","43.95","43.95","43.95","","0.80%"
"02/10/2022","43.60","43.60","43.60","43.60","","0.69%"
"02/09/2022","43.30","43.30","43.30","43.30","","-0.57%"
"02/08/2022","43.55","43.55","43.55","43.55","","-0.80%"
"02/07/2022","43.90","43.90","43.90","43.90","","-0.11%"
"02/04/2022","43.95","43.95","43.95","43.95","","-0.11%"
"02/03/2022","44.00","44.00","44.00","44.00","","0.46%"
"02/02/2022","43.80","43.80","43.80","43.80","","-0.23%"
"02/01/2022","43.90","43.90","43.90","43.90","","-0.23%"
"01/31/2022","44.00","44.00","44.00","44.00","","-1.90%"
"01/28/2022","44.85","44.85","44.85","44.85","","-0.44%"
"01/27/2022","45.05","45.05","45.05","45.05","","0.00%"
"01/26/2022","45.05","45.05","45.05","45.05","","0.00%"
"01/25/2022","45.05","45.05","45.05","45.05","","0.00%"
"01/24/2022","45.05","45.05","45.05","45.05","","4.65%"
"09/27/2021","43.05","43.05","43.05","43.05","","-2.82%"
"09/24/2021","44.30","44.30","44.30","44.30","","-7.80%"
"09/23/2021","48.05","48.05","48.05","48.05","","-2.73%"
"09/22/2021","49.40","49.40","49.40","49.40","","-0.70%"
"09/21/2021","49.75","45.00","45.00","45.00","0.00K","-0.30%"
"09/20/2021","49.90","47.75","47.75","47.75","0.00K","-1.77%"
"09/17/2021","50.80","47.75","47.75","47.75","0.00K","2.32%"
"09/16/2021","49.65","47.75","47.75","47.75","0.00K","2.27%"
"09/15/2021","48.55","48.55","48.55","48.55","","8.13%"
"09/14/2021","44.90","44.90","44.90","44.90","","1.70%"
"09/13/2021","44.15","44.15","44.15","44.15","","4.13%"
"09/10/2021","42.40","42.40","42.40","42.40","","4.95%"
"09/09/2021","40.40","40.40","40.40","40.40","","0.37%"
"09/08/2021","40.25","40.25","40.25","40.25","","0.50%"
"09/07/2021","40.05","40.05","40.05","40.05","","3.49%"
"09/03/2021","38.70","38.70","38.70","38.70","","4.03%"
"09/02/2021","37.20","37.20","37.20","37.20","","4.35%"
"09/01/2021","35.65","35.65","35.65","35.65","","3.03%"
"08/31/2021","34.60","34.60","34.60","34.60","","2.67%"
"08/30/2021","33.70","33.70","33.70","33.70","","0.30%"
"08/27/2021","33.60","33.60","33.60","33.60","","0.45%"
"08/26/2021","33.45","33.45","33.45","33.45","","0.00%"
"08/25/2021","33.45","33.45","33.45","33.45","","0.00%"
"08/24/2021","33.45","33.45","33.45","33.45","","0.45%"
"08/23/2021","33.30","33.30","33.30","33.30","","2.30%"
"08/20/2021","32.55","32.55","32.55","32.55","","1.24%"
"08/19/2021","32.15","32.15","32.15","32.15","","3.88%"
"08/18/2021","30.95","30.95","30.95","30.95","","1.64%"
"08/17/2021","30.45","30.45","30.45","30.45","","0.33%"
"08/16/2021","30.35","30.35","30.35","30.35","","-0.98%"
"08/13/2021","30.65","30.65","30.65","30.65","","-1.45%"
"08/12/2021","31.10","31.10","31.10","31.10","","-1.89%"
"08/11/2021","31.70","31.70","31.70","31.70","","0.00%"
"08/10/2021","31.70","31.70","31.70","31.70","","0.00%"
"08/09/2021","31.70","31.70","31.70","31.70","","-1.25%"
"08/06/2021","32.10","32.10","32.10","32.10","","0.00%"
"08/05/2021","32.10","32.10","32.10","32.10","","-0.47%"
"08/04/2021","32.25","32.25","32.25","32.25","","-0.15%"
"08/03/2021","32.30","32.30","32.30","32.30","","0.00%"
"08/02/2021","32.30","32.30","32.30","32.30","","-0.31%"
"07/30/2021","32.40","32.40","32.40","32.40","","-0.46%"
"07/29/2021","32.55","32.55","32.55","32.55","","0.00%"
"07/28/2021","32.55","32.55","32.55","32.55","","0.00%"
"07/27/2021","32.55","32.55","32.55","32.55","","0.00%"
"07/26/2021","32.55","32.55","32.55","32.55","","0.00%"
"07/23/2021","32.55","32.55","32.55","32.55","","0.00%"
"07/22/2021","32.55","32.55","32.55","32.55","","0.00%"
"07/21/2021","32.55","32.55","32.55","32.55","","0.46%"
"07/20/2021","32.40","32.40","32.40","32.40","","0.15%"
"07/19/2021","32.35","32.35","32.35","32.35","","-0.46%"
"07/16/2021","32.50","32.50","32.50","32.50","","-0.15%"
"07/15/2021","32.55","32.55","32.55","32.55","","0.00%"
"07/14/2021","32.55","32.55","32.55","32.55","","0.00%"
"07/13/2021","32.55","32.55","32.55","32.55","","0.00%"
"07/12/2021","32.55","32.55","32.55","32.55","","-0.15%"
"07/09/2021","32.60","32.60","32.60","32.60","","-0.31%"
"07/08/2021","32.70","32.70","32.70","32.70","","0.00%"
"07/07/2021","32.70","32.70","32.70","32.70","","-0.30%"
"07/06/2021","32.80","32.80","32.80","32.80","","0.00%"
"07/02/2021","32.80","32.80","32.80","32.80","","0.77%"
"07/01/2021","32.55","32.55","32.55","32.55","","0.31%"
"06/30/2021","32.45","32.45","32.45","32.45","","0.15%"
"06/29/2021","32.40","32.40","32.40","32.40","","0.47%"
"06/28/2021","32.25","32.25","32.25","32.25","","-0.46%"
"06/25/2021","32.40","32.40","32.40","32.40","","-0.61%"
"06/24/2021","32.60","32.60","32.60","32.60","","0.15%"
"06/23/2021","32.55","32.55","32.55","32.55","","0.00%"
"06/22/2021","32.55","32.55","32.55","32.55","","-0.15%"
"06/21/2021","32.60","32.60","32.60","32.60","","0.62%"
"06/18/2021","32.40","32.40","32.40","32.40","","0.00%"
"06/17/2021","32.40","32.40","32.40","32.40","","0.15%"
"06/16/2021","32.35","32.35","32.35","32.35","","0.00%"
"06/15/2021","32.35","32.35","32.35","32.35","","-0.46%"
"06/14/2021","32.50","32.50","32.50","32.50","","-0.61%"
"06/11/2021","32.70","32.70","32.70","32.70","","1.08%"
"06/10/2021","32.35","32.35","32.35","32.35","","0.15%"
"06/09/2021","32.30","32.30","32.30","32.30","","0.31%"
"06/08/2021","32.20","32.20","32.20","32.20","","-0.46%"
"06/07/2021","32.35","32.35","32.35","32.35","","1.89%"
"06/04/2021","31.75","31.75","31.75","31.75","","0.00%"
"06/03/2021","31.75","31.75","31.75","31.75","","0.63%"
"06/02/2021","31.55","31.55","31.55","31.55","","0.16%"
"06/01/2021","31.50","31.50","31.50","31.50","","0.00%"
"05/28/2021","31.50","31.50","31.50","31.50","","0.48%"
"05/27/2021","31.35","31.35","31.35","31.35","","0.16%"
"05/26/2021","31.30","31.30","31.30","31.30","","0.32%"
"05/25/2021","31.20","31.20","31.20","31.20","","0.00%"
"05/24/2021","31.20","31.20","31.20","31.20","","-0.16%"
"05/21/2021","31.25","31.25","31.25","31.25","","0.00%"
"05/20/2021","31.25","31.25","31.25","31.25","","0.48%"
"05/19/2021","31.10","31.10","31.10","31.10","","0.00%"
"05/18/2021","31.10","31.50","31.50","31.50","0.06K","0.16%"
"05/17/2021","31.05","31.05","31.05","31.05","","-0.16%"
"05/14/2021","31.10","31.10","31.10","31.10","","0.00%"
"05/13/2021","31.10","31.10","31.10","31.10","","0.00%"
"05/12/2021","31.10","31.10","31.10","31.10","","0.00%"
"05/11/2021","31.10","31.10","31.10","31.10","","0.81%"
"05/10/2021","30.85","30.85","30.85","30.85","","0.49%"
"05/07/2021","30.70","30.70","30.70","30.70","","-0.16%"
"05/06/2021","30.75","30.75","30.75","30.75","","0.00%"
"05/05/2021","30.75","30.75","30.75","30.75","","-0.65%"
"05/04/2021","30.95","30.95","30.95","30.95","","5.27%"
"05/03/2021","29.40","29.40","29.40","29.40","","0.17%"
"04/30/2021","29.35","29.35","29.35","29.35","","0.34%"
"04/29/2021","29.25","29.25","29.25","29.25","","0.34%"
"04/28/2021","29.15","29.15","29.15","29.15","","0.00%"
"04/27/2021","29.15","29.15","29.15","29.15","","0.52%"
"04/26/2021","29.00","29.00","29.00","29.00","","0.52%"
"04/23/2021","28.85","28.85","28.85","28.85","","-0.69%"
"04/22/2021","29.05","29.05","29.05","29.05","","-0.68%"
"04/21/2021","29.25","29.25","29.25","29.25","","-0.34%"
"04/20/2021","29.35","29.35","29.35","29.35","","-0.68%"
"04/19/2021","29.55","29.55","29.55","29.55","","-0.34%"
"04/16/2021","29.65","29.65","29.65","29.65","","-0.50%"
"04/15/2021","29.80","29.80","29.80","29.80","","-0.83%"
"04/14/2021","30.05","30.05","30.05","30.05","","0.33%"
"04/13/2021","29.95","29.95","29.95","29.95","","-0.83%"
"04/12/2021","30.20","30.20","30.20","30.20","","-1.63%"
"04/09/2021","30.70","30.70","30.70","30.70","","-0.49%"
"04/08/2021","30.85","30.85","30.85","30.85","","-0.80%"
"04/07/2021","31.10","31.10","31.10","31.10","","-0.16%"
"04/06/2021","31.15","31.15","31.15","31.15","","-0.48%"
"04/05/2021","31.30","31.30","31.30","31.30","","0.00%"
"04/01/2021","31.30","31.30","31.30","31.30","","-0.16%"
"03/31/2021","31.35","31.35","31.35","31.35","","0.32%"
"03/30/2021","31.25","31.25","31.25","31.25","","1.30%"
"03/29/2021","30.85","30.85","30.85","30.85","","1.15%"
