"Date","Price","Open","High","Low","Vol.","Change %"
"03/26/2021","30.50","30.50","30.50","30.50","","1.33%"
"03/25/2021","30.10","30.10","30.10","30.10","","0.17%"
"03/24/2021","30.05","30.05","30.05","30.05","","0.00%"
"03/23/2021","30.05","30.05","30.05","30.05","","0.00%"
"03/22/2021","30.05","30.05","30.05","30.05","","0.50%"
"03/19/2021","29.90","29.90","29.90","29.90","","-0.17%"
"03/18/2021","29.95","29.95","29.95","29.95","","-0.33%"
"03/17/2021","30.05","30.05","30.05","30.05","","2.39%"
"03/16/2021","29.35","29.35","29.35","29.35","","5.77%"
"03/15/2021","27.75","27.75","27.75","27.75","","0.18%"
"03/12/2021","27.70","27.70","27.70","27.70","","0.00%"
"03/11/2021","27.70","27.70","27.70","27.70","","0.00%"
"03/10/2021","27.70","27.70","27.70","27.70","","0.00%"
"03/09/2021","27.70","27.70","27.70","27.70","","-0.54%"
"03/08/2021","27.85","27.85","27.85","27.85","","0.36%"
"03/05/2021","27.75","27.75","27.75","27.75","","0.00%"
"03/04/2021","27.75","27.75","27.75","27.75","","0.00%"
"03/03/2021","27.75","27.75","27.75","27.75","","-0.89%"
"03/02/2021","28.00","28.00","28.00","28.00","","-0.53%"
"03/01/2021","28.15","28.15","28.15","28.15","","-1.05%"
"02/26/2021","28.45","28.45","28.45","28.45","","-0.52%"
"02/25/2021","28.60","28.60","28.60","28.60","","-0.52%"
"02/24/2021","28.75","28.75","28.75","28.75","","0.00%"
"02/23/2021","28.75","28.75","28.75","28.75","","-1.37%"
"02/22/2021","29.15","29.15","29.15","29.15","","-0.17%"
"02/19/2021","29.20","29.20","29.20","29.20","","0.34%"
"02/18/2021","29.10","29.10","29.10","29.10","","-2.02%"
"02/17/2021","29.70","29.70","29.70","29.70","","-0.17%"
"02/16/2021","29.75","29.75","29.75","29.75","","-0.34%"
"02/12/2021","29.85","29.85","29.85","29.85","","-0.17%"
"02/11/2021","29.90","29.90","29.90","29.90","","0.00%"
"02/10/2021","29.90","29.90","29.90","29.90","","0.00%"
"02/09/2021","29.90","29.90","29.90","29.90","","0.17%"
"02/08/2021","29.85","29.85","29.85","29.85","","0.00%"
"02/05/2021","29.85","29.85","29.85","29.85","","-0.17%"
"02/04/2021","29.90","29.90","29.90","29.90","","-0.50%"
"02/03/2021","30.05","30.05","30.05","30.05","","0.17%"
"02/02/2021","30.00","30.00","30.00","30.00","","-0.50%"
"02/01/2021","30.15","30.15","30.15","30.15","","0.17%"
"01/29/2021","30.10","30.10","30.10","30.10","","0.00%"
"01/28/2021","30.10","30.10","30.10","30.10","","-0.50%"
"01/27/2021","30.25","30.25","30.25","30.25","","-0.49%"
"01/26/2021","30.40","30.40","30.40","30.40","","0.16%"
"01/25/2021","30.35","30.35","30.35","30.35","","0.00%"
"01/22/2021","30.35","30.35","30.35","30.35","","-0.16%"
"01/21/2021","30.40","30.40","30.40","30.40","","-0.16%"
"01/20/2021","30.45","30.45","30.45","30.45","","0.00%"
"01/19/2021","30.45","30.45","30.45","30.45","","0.00%"
"01/15/2021","30.45","30.45","30.45","30.45","","-0.49%"
"01/14/2021","30.60","30.60","30.60","30.60","","0.00%"
"01/13/2021","30.60","30.60","30.60","30.60","","0.00%"
"01/12/2021","30.60","30.60","30.60","30.60","","0.00%"
"01/11/2021","30.60","30.60","30.60","30.60","","0.00%"
"01/08/2021","30.60","30.60","30.60","30.60","","-0.16%"
"01/07/2021","30.65","30.65","30.65","30.65","","0.00%"
"01/06/2021","30.65","30.65","30.65","30.65","","0.00%"
"01/05/2021","30.65","30.65","30.65","30.65","","-0.65%"
"01/04/2021","30.85","30.85","30.85","30.85","","0.49%"
"12/31/2020","30.70","30.70","30.70","30.70","","0.00%"
"12/30/2020","30.70","30.70","30.70","30.70","","0.00%"
"12/29/2020","30.70","30.70","30.70","30.70","","2.33%"
"12/28/2020","30.00","30.00","30.00","30.00","","-1.15%"
"12/24/2020","30.35","30.35","30.35","30.35","","0.00%"
"12/23/2020","30.35","30.35","30.35","30.35","","0.17%"
"12/22/2020","30.30","30.30","30.30","30.30","","0.17%"
"12/21/2020","30.25","30.25","30.25","30.25","","0.50%"
"12/18/2020","30.10","30.10","30.10","30.10","","0.00%"
"12/17/2020","30.10","30.10","30.10","30.10","","0.00%"
"12/16/2020","30.10","30.10","30.10","30.10","","0.00%"
"12/15/2020","30.10","30.10","30.10","30.10","","0.33%"
"12/14/2020","30.00","30.00","30.00","30.00","","0.84%"
"12/11/2020","29.75","29.75","29.75","29.75","","0.00%"
"12/10/2020","29.75","29.75","29.75","29.75","","0.00%"
"12/09/2020","29.75","29.75","29.75","29.75","","0.00%"
"12/08/2020","29.75","29.75","29.75","29.75","","0.17%"
"12/07/2020","29.70","29.70","29.70","29.70","","0.34%"
"12/04/2020","29.60","29.60","29.60","29.60","","0.34%"
"12/03/2020","29.50","29.50","29.50","29.50","","-0.17%"
"12/02/2020","29.55","29.55","29.55","29.55","","-1.99%"
"12/01/2020","30.15","30.15","30.15","30.15","","3.43%"
"11/30/2020","29.15","29.15","29.15","29.15","","-0.17%"
"11/27/2020","29.20","29.20","29.20","29.20","","0.17%"
"11/25/2020","29.15","29.15","29.15","29.15","","0.00%"
"11/24/2020","29.15","29.15","29.15","29.15","","-0.51%"
"11/23/2020","29.30","29.30","29.30","29.30","","1.91%"
"11/20/2020","28.75","28.75","28.75","28.75","","-0.69%"
"11/19/2020","28.95","28.95","28.95","28.95","","-0.17%"
"11/18/2020","29.00","29.00","29.00","29.00","","0.00%"
"11/17/2020","29.00","29.00","29.00","29.00","","-0.51%"
"11/16/2020","29.15","29.15","29.15","29.15","","0.00%"
"11/13/2020","29.15","29.15","29.15","29.15","","-0.68%"
"11/12/2020","29.35","29.35","29.35","29.35","","-0.34%"
"11/11/2020","29.45","29.45","29.45","29.45","","-0.17%"
"11/10/2020","29.50","29.50","29.50","29.50","","0.00%"
"11/09/2020","29.50","29.50","29.50","29.50","","-1.17%"
"11/06/2020","29.85","29.85","29.85","29.85","","0.67%"
"11/05/2020","29.65","29.65","29.65","29.65","","0.17%"
"11/04/2020","29.60","29.60","29.60","29.60","","0.17%"
"11/03/2020","29.55","29.55","29.55","29.55","","-1.01%"
"11/02/2020","29.85","29.85","29.85","29.85","","1.53%"
"10/30/2020","29.40","29.40","29.40","29.40","","0.17%"
"10/29/2020","29.35","29.35","29.35","29.35","","-0.17%"
"10/28/2020","29.40","29.40","29.40","29.40","","0.00%"
"10/27/2020","29.40","29.40","29.40","29.40","","-1.34%"
"10/07/2020","29.80","29.80","29.80","29.80","","-0.17%"
"10/06/2020","29.85","29.85","29.85","29.85","","0.00%"
"10/05/2020","29.85","32.35","32.35","32.35","0.00K","0.00%"
"10/02/2020","29.85","29.85","29.85","29.85","","-0.17%"
"10/01/2020","29.90","29.90","29.90","29.90","","0.00%"
"09/30/2020","29.90","29.90","29.90","29.90","","0.00%"
"09/29/2020","29.90","29.90","29.90","29.90","","-3.39%"
"08/31/2020","30.95","30.95","30.95","30.95","","1.14%"
"08/28/2020","30.60","30.60","30.60","30.60","","-0.49%"
"08/27/2020","30.75","30.75","30.75","30.75","","-0.16%"
"08/26/2020","30.80","30.80","30.80","30.80","","0.00%"
"08/25/2020","30.80","30.80","30.80","30.80","","-0.16%"
"08/24/2020","30.85","30.85","30.85","30.85","","0.16%"
"08/21/2020","30.80","30.80","30.80","30.80","","-0.81%"
"08/20/2020","31.05","31.05","31.05","31.05","","0.16%"
"08/19/2020","31.00","31.00","31.00","31.00","","-0.64%"
"08/18/2020","31.20","31.20","31.20","31.20","","-0.79%"
"08/17/2020","31.45","31.45","31.45","31.45","","-0.47%"
"08/14/2020","31.60","31.60","31.60","31.60","","-1.25%"
"08/13/2020","32.00","32.00","32.00","32.00","","-0.31%"
"08/12/2020","32.10","32.10","32.10","32.10","","-0.31%"
"08/11/2020","32.20","32.20","32.20","32.20","","-0.16%"
"08/10/2020","32.25","32.25","32.25","32.25","","0.00%"
"08/07/2020","32.25","32.25","32.25","32.25","","0.00%"
"08/06/2020","32.25","32.25","32.25","32.25","","0.00%"
"08/05/2020","32.25","32.25","32.25","32.25","","-0.15%"
"08/04/2020","32.30","32.30","32.30","32.30","","2.87%"
"08/03/2020","31.40","31.40","31.40","31.40","","0.16%"
"07/31/2020","31.35","31.35","31.35","31.35","","-0.79%"
"07/30/2020","31.60","31.60","31.60","31.60","","-0.32%"
"07/29/2020","31.70","31.70","31.70","31.70","","0.00%"
"07/28/2020","31.70","31.70","31.70","31.70","","-0.63%"
"07/27/2020","31.90","31.90","31.90","31.90","","0.79%"
"07/24/2020","31.65","31.65","31.65","31.65","","0.00%"
"07/23/2020","31.65","31.65","31.65","31.65","","-3.06%"
"07/22/2020","32.65","32.65","32.65","32.65","","0.15%"
"07/21/2020","32.60","32.60","32.60","32.60","","0.31%"
"07/20/2020","32.50","32.50","32.50","32.50","","0.00%"
"07/17/2020","32.50","32.50","32.50","32.50","","-0.31%"
"07/16/2020","32.60","32.60","32.60","32.60","","-0.31%"
"07/15/2020","32.70","32.70","32.70","32.70","","0.00%"
"07/14/2020","32.70","32.70","32.70","32.70","","-0.30%"
"07/13/2020","32.80","32.80","32.80","32.80","","0.00%"
"07/10/2020","32.80","32.80","32.80","32.80","","-0.61%"
"07/09/2020","33.00","33.00","33.00","33.00","","0.61%"
"07/08/2020","32.80","32.80","32.80","32.80","","0.15%"
"07/07/2020","32.75","32.75","32.75","32.75","","0.00%"
"07/06/2020","32.75","32.75","32.75","32.75","","0.31%"
"07/02/2020","32.65","32.65","32.65","32.65","","0.31%"
"07/01/2020","32.55","32.55","32.55","32.55","","0.00%"
"06/30/2020","32.55","32.55","32.55","32.55","","-1.06%"
"06/29/2020","32.90","33.80","33.80","33.80","0.01K","0.15%"
"06/26/2020","32.85","32.85","32.85","32.85","","-0.15%"
"06/25/2020","32.90","32.90","32.90","32.90","","0.15%"
"06/24/2020","32.85","32.85","32.85","32.85","","0.00%"
"06/23/2020","32.85","32.85","32.85","32.85","","0.00%"
"06/22/2020","32.85","32.85","32.85","32.85","","0.00%"
"06/19/2020","32.85","32.85","32.85","32.85","","-0.61%"
"06/18/2020","33.05","33.05","33.05","33.05","","0.76%"
"06/17/2020","32.80","32.80","32.80","32.80","","-0.61%"
"06/16/2020","33.00","33.00","33.00","33.00","","0.46%"
"06/15/2020","32.85","32.85","32.85","32.85","","-0.61%"
"06/12/2020","33.05","33.05","33.05","33.05","","-0.45%"
"06/11/2020","33.20","33.20","33.20","33.20","","0.00%"
"06/10/2020","33.20","33.20","33.20","33.20","","0.00%"
"06/09/2020","33.20","33.20","33.20","33.20","","0.45%"
"06/08/2020","33.05","33.05","33.05","33.05","","-0.15%"
"06/05/2020","33.10","33.10","33.10","33.10","","-0.30%"
"06/04/2020","33.20","33.20","33.20","33.20","","-0.75%"
"06/03/2020","33.45","33.45","33.45","33.45","","-0.15%"
"06/02/2020","33.50","33.50","33.50","33.50","","-0.30%"
"06/01/2020","33.60","33.60","33.60","33.60","0.00K","-1.32%"
"05/29/2020","34.05","34.05","34.05","34.05","","-0.44%"
"05/28/2020","34.20","34.20","34.20","34.20","","0.44%"
"05/27/2020","34.05","34.05","34.05","34.05","","-0.73%"
"05/26/2020","34.30","34.30","34.30","34.30","","0.59%"
"05/22/2020","34.10","35.05","35.05","35.05","0.00K","0.15%"
"05/21/2020","34.05","34.05","34.05","34.05","","0.44%"
"05/20/2020","33.90","33.90","33.90","33.90","","0.89%"
"05/19/2020","33.60","33.60","33.60","33.60","","0.15%"
"05/18/2020","33.55","33.55","33.55","33.55","","0.00%"
"05/15/2020","33.55","33.55","33.55","33.55","","0.30%"
"05/14/2020","33.45","33.45","33.45","33.45","","-0.30%"
"05/13/2020","33.55","33.55","33.55","33.55","","-0.45%"
"05/12/2020","33.70","33.70","33.70","33.70","","-0.30%"
"05/11/2020","33.80","33.80","33.80","33.80","","-0.29%"
"05/08/2020","33.90","33.90","33.90","33.90","","-0.29%"
"05/07/2020","34.00","34.00","34.00","34.00","","-0.44%"
"05/06/2020","34.15","34.15","34.15","34.15","","0.00%"
"05/05/2020","34.15","34.15","34.15","34.15","","0.00%"
"05/04/2020","34.15","34.15","34.15","34.15","","0.00%"
"05/01/2020","34.15","34.15","34.15","34.15","","1.94%"
"04/30/2020","33.50","33.50","33.50","33.50","","-0.15%"
"04/29/2020","33.55","33.55","33.55","33.55","","0.45%"
"04/28/2020","33.40","33.40","33.40","33.40","","3.57%"
"04/27/2020","32.25","31.90","31.90","31.90","0.00K","0.47%"
"04/24/2020","32.10","32.10","32.10","32.10","","0.16%"
"04/23/2020","32.05","32.05","32.05","32.05","","0.47%"
"04/22/2020","31.90","31.90","31.90","31.90","","0.47%"
"04/21/2020","31.75","31.75","31.75","31.75","","0.00%"
"04/20/2020","31.75","31.75","31.75","31.75","","0.32%"
"04/17/2020","31.65","31.65","31.65","31.65","","-2.16%"
"04/16/2020","32.35","29.00","32.10","29.00","0.00K","2.05%"
"04/15/2020","31.70","29.00","29.00","29.00","0.00K","2.42%"
"04/14/2020","30.95","30.95","30.95","30.95","","4.03%"
"04/13/2020","29.75","29.75","29.75","29.75","","0.68%"
"04/09/2020","29.55","29.55","29.55","29.55","","1.03%"
"04/08/2020","29.25","29.25","29.25","29.25","","1.04%"
"04/07/2020","28.95","28.95","28.95","28.95","","4.32%"
"04/06/2020","27.75","27.75","27.75","27.75","","0.00%"
"04/03/2020","27.75","26.70","26.70","26.70","0.00K","0.73%"
"04/02/2020","27.55","27.55","27.55","27.55","","0.36%"
"04/01/2020","27.45","27.45","27.45","27.45","","0.18%"
"03/31/2020","27.40","27.40","27.40","27.40","","0.74%"
"03/30/2020","27.20","27.20","27.20","27.20","","1.87%"
"03/27/2020","26.70","26.70","26.70","26.70","","1.33%"
"03/26/2020","26.35","26.35","26.35","26.35","","3.94%"
"03/25/2020","25.35","25.35","25.35","25.35","","0.00%"
"03/24/2020","25.35","25.35","25.35","25.35","","4.97%"
"03/23/2020","24.15","24.15","24.15","24.15","","0.62%"
"03/20/2020","24.00","24.00","24.00","24.00","","0.00%"
"03/19/2020","24.00","24.00","24.00","24.00","","0.00%"
"03/18/2020","24.00","24.00","24.00","24.00","","0.00%"
"03/17/2020","24.00","24.00","24.00","24.00","","0.42%"
"03/16/2020","23.90","23.90","23.90","23.90","","-0.21%"
"03/13/2020","23.95","23.95","23.95","23.95","","-0.62%"
"03/12/2020","24.10","24.10","24.10","24.10","","-0.62%"
"03/11/2020","24.25","24.25","24.25","24.25","","0.21%"
"03/10/2020","24.20","24.20","24.20","24.20","","-0.82%"
"03/09/2020","24.40","24.40","24.40","24.40","","0.21%"
"03/06/2020","24.35","24.35","24.35","24.35","","-0.41%"
"03/05/2020","24.45","24.45","24.45","24.45","","-0.61%"
"03/04/2020","24.60","24.60","24.60","24.60","","-0.61%"
"03/03/2020","24.75","24.75","24.75","24.75","","0.00%"
"03/02/2020","24.75","24.75","24.75","24.75","","-0.60%"
"02/28/2020","24.90","24.90","24.90","24.90","","0.20%"
"02/27/2020","24.85","24.85","24.85","24.85","","0.00%"
"02/26/2020","24.85","24.85","24.85","24.85","","0.00%"
"02/25/2020","24.85","24.85","24.85","24.85","","1.02%"
"02/24/2020","24.60","24.60","24.60","24.60","","0.20%"
"02/21/2020","24.55","24.55","24.55","24.55","0.60K","0.00%"
"02/20/2020","24.55","24.55","24.55","24.55","","-0.20%"
"02/19/2020","24.60","24.60","24.60","24.60","","0.00%"
"02/18/2020","24.60","24.60","24.60","24.60","","0.20%"
"02/14/2020","24.55","24.55","24.55","24.55","","0.20%"
"02/13/2020","24.50","24.50","24.50","24.50","","0.00%"
"02/12/2020","24.50","24.50","24.50","24.50","","-0.41%"
"02/11/2020","24.60","24.60","24.60","24.60","","0.00%"
"02/10/2020","24.60","24.60","24.60","24.60","","-1.01%"
"02/07/2020","24.85","24.85","24.85","24.85","","0.00%"
"02/06/2020","24.85","24.85","24.85","24.85","","0.00%"
"02/05/2020","24.85","24.85","24.85","24.85","","0.00%"
"02/04/2020","24.85","24.85","24.85","24.85","","0.20%"
"02/03/2020","24.80","24.80","24.80","24.80","","0.00%"
"01/31/2020","24.80","24.80","24.80","24.80","","0.61%"
"01/30/2020","24.65","24.65","24.65","24.65","","0.61%"
"01/29/2020","24.50","24.50","24.50","24.50","","0.00%"
"01/28/2020","24.50","24.50","24.50","24.50","","0.41%"
"01/27/2020","24.40","24.40","24.40","24.40","","-0.20%"
"01/24/2020","24.45","24.45","24.45","24.45","","0.00%"
"01/23/2020","24.45","24.45","24.45","24.45","","-0.41%"
"01/22/2020","24.55","24.55","24.55","24.55","","0.00%"
"01/21/2020","24.55","24.85","24.85","24.85","0.00K","-0.20%"
"01/17/2020","24.60","24.60","24.60","24.60","","0.20%"
"01/16/2020","24.55","24.55","24.55","24.55","","-0.20%"
"01/15/2020","24.60","24.60","24.60","24.60","","0.00%"
"01/14/2020","24.60","24.60","24.60","24.60","","0.00%"
"01/13/2020","24.60","24.60","24.60","24.60","","0.00%"
"01/10/2020","24.60","24.60","24.60","24.60","","0.00%"
"01/09/2020","24.60","24.60","24.60","24.60","","-0.20%"
"01/08/2020","24.65","24.65","24.65","24.65","","-0.60%"
"01/07/2020","24.80","24.80","24.80","24.80","","-0.80%"
"01/06/2020","25.00","25.00","25.00","25.00","","-0.20%"
"01/03/2020","25.05","25.05","25.05","25.05","","0.00%"
"01/02/2020","25.05","25.05","25.05","25.05","","0.00%"
"12/31/2019","25.05","25.05","25.05","25.05","","0.60%"
"12/30/2019","24.90","24.90","24.90","24.90","","-0.60%"
"12/27/2019","25.05","25.05","25.05","25.05","","0.00%"
"12/26/2019","25.05","25.05","25.05","25.05","","-0.20%"
"12/24/2019","25.10","25.10","25.10","25.10","","0.20%"
"12/23/2019","25.05","25.05","25.05","25.05","","-0.79%"
"12/20/2019","25.25","25.25","25.25","25.25","","-0.79%"
"12/19/2019","25.45","25.45","25.45","25.45","","-0.20%"
"12/18/2019","25.50","25.50","25.50","25.50","","0.20%"
"12/17/2019","25.45","25.45","25.45","25.45","","-0.97%"
"12/16/2019","25.70","25.70","25.70","25.70","","0.00%"
"12/13/2019","25.70","25.70","25.70","25.70","","-0.39%"
"12/12/2019","25.80","25.80","25.80","25.80","","-0.96%"
"12/11/2019","26.05","26.05","26.05","26.05","","0.19%"
"12/10/2019","26.00","26.00","26.00","26.00","","0.00%"
"12/09/2019","26.00","26.00","26.00","26.00","","0.19%"
"12/06/2019","25.95","25.95","25.95","25.95","","0.00%"
"12/05/2019","25.95","25.95","25.95","25.95","","-0.57%"
"12/04/2019","26.10","26.10","26.10","26.10","","0.00%"
"12/03/2019","26.10","26.10","26.10","26.10","","0.38%"
"12/02/2019","26.00","26.00","26.00","26.00","","-0.57%"
"11/29/2019","26.15","26.15","26.15","26.15","","0.00%"
"11/27/2019","26.15","26.15","26.15","26.15","","0.19%"
"11/26/2019","26.10","26.10","26.10","26.10","","0.38%"
"11/25/2019","26.00","26.00","26.00","26.00","","0.00%"
"11/22/2019","26.00","26.00","26.00","26.00","","-0.19%"
"11/21/2019","26.05","26.05","26.05","26.05","","0.19%"
"11/20/2019","26.00","26.00","26.00","26.00","","0.78%"
"11/19/2019","25.80","25.80","25.80","25.80","","1.57%"
"11/18/2019","25.40","25.40","25.40","25.40","","1.60%"
"11/15/2019","25.00","25.00","25.00","25.00","","0.00%"
"11/14/2019","25.00","25.00","25.00","25.00","","0.81%"
"11/13/2019","24.80","24.80","24.80","24.80","","0.61%"
"11/12/2019","24.65","24.65","24.65","24.65","","0.00%"
"11/11/2019","24.65","24.65","24.65","24.65","","-0.20%"
"11/08/2019","24.70","24.70","24.70","24.70","","0.20%"
"11/07/2019","24.65","24.65","24.65","24.65","","0.82%"
"11/06/2019","24.45","24.45","24.45","24.45","","0.82%"
"11/05/2019","24.25","24.25","24.25","24.25","","0.41%"
"11/04/2019","24.15","24.15","24.15","24.15","","0.21%"
"11/01/2019","24.10","24.10","24.10","24.10","","0.84%"
"10/31/2019","23.90","23.90","23.90","23.90","","-0.42%"
"10/30/2019","24.00","24.00","24.00","24.00","","0.21%"
"10/29/2019","23.95","23.95","23.95","23.95","","-0.42%"
"10/28/2019","24.05","24.05","24.05","24.05","","-0.62%"
"10/25/2019","24.20","24.20","24.20","24.20","","-0.82%"
"10/24/2019","24.40","24.40","24.40","24.40","","0.00%"
"10/23/2019","24.40","24.40","24.40","24.40","","-0.81%"
"10/22/2019","24.60","24.60","24.60","24.60","","-0.61%"
"10/21/2019","24.75","24.75","24.75","24.75","","-0.60%"
"10/18/2019","24.90","24.90","24.90","24.90","","-0.20%"
"10/17/2019","24.95","24.95","24.95","24.95","","0.20%"
"10/16/2019","24.90","24.90","24.90","24.90","","0.00%"
"10/15/2019","24.90","24.90","24.90","24.90","","0.00%"
"10/14/2019","24.90","24.90","24.90","24.90","","-0.20%"
"10/11/2019","24.95","24.95","24.95","24.95","","-0.20%"
"10/10/2019","25.00","25.00","25.00","25.00","","0.00%"
"10/09/2019","25.00","25.00","25.00","25.00","","0.00%"
"10/08/2019","25.00","25.00","25.00","25.00","","-1.19%"
"10/07/2019","25.30","25.30","25.30","25.30","","-0.20%"
"10/04/2019","25.35","25.35","25.35","25.35","","-0.20%"
"10/03/2019","25.40","25.40","25.40","25.40","","-0.20%"
"10/02/2019","25.45","25.45","25.45","25.45","","-0.97%"
"10/01/2019","25.70","25.70","25.70","25.70","","0.59%"
"09/30/2019","25.55","25.55","25.55","25.55","","-0.39%"
"09/27/2019","25.65","25.65","25.65","25.65","","-0.19%"
"09/26/2019","25.70","25.70","25.70","25.70","","0.00%"
"09/25/2019","25.70","25.70","25.70","25.70","","-0.19%"
"09/24/2019","25.75","25.75","25.75","25.75","","-0.19%"
"09/23/2019","25.80","25.80","25.80","25.80","","0.19%"
"09/20/2019","25.75","25.75","25.75","25.75","","0.00%"
"09/19/2019","25.75","25.75","25.75","25.75","0.60K","0.19%"
"09/18/2019","25.70","25.70","25.70","25.70","","0.59%"
"09/17/2019","25.55","25.55","25.55","25.55","","1.19%"
"09/16/2019","25.25","25.25","25.25","25.25","","1.20%"
"09/13/2019","24.95","24.95","24.95","24.95","","0.00%"
"09/12/2019","24.95","24.95","24.95","24.95","","-0.80%"
"09/11/2019","25.15","25.15","25.15","25.15","","-0.40%"
"09/10/2019","25.25","25.25","25.25","25.25","","0.20%"
"09/09/2019","25.20","25.20","25.20","25.20","","-0.20%"
"09/06/2019","25.25","25.25","25.25","25.25","","-0.20%"
"09/05/2019","25.30","25.30","25.30","25.30","","0.00%"
"09/04/2019","25.30","25.30","25.30","25.30","","0.00%"
"09/03/2019","25.30","25.30","25.30","25.30","","0.00%"
"08/30/2019","25.30","25.30","25.30","25.30","","0.00%"
"08/29/2019","25.30","25.30","25.30","25.30","","0.00%"
"08/28/2019","25.30","25.30","25.30","25.30","","0.00%"
"08/27/2019","25.30","25.30","25.30","25.30","","0.00%"
"08/26/2019","25.30","25.30","25.30","25.30","","0.00%"
"08/23/2019","25.30","25.30","25.30","25.30","","0.00%"
"08/22/2019","25.30","25.30","25.30","25.30","","0.20%"
"08/21/2019","25.25","25.25","25.25","25.25","","0.20%"
"08/20/2019","25.20","25.20","25.20","25.20","","0.00%"
"08/19/2019","25.20","25.20","25.20","25.20","","0.00%"
"08/16/2019","25.20","25.20","25.20","25.20","","-0.59%"
"08/15/2019","25.35","25.35","25.35","25.35","","0.00%"
"08/14/2019","25.35","25.35","25.35","25.35","","0.00%"
"08/13/2019","25.35","25.35","25.35","25.35","","0.00%"
"08/12/2019","25.35","25.35","25.35","25.35","","0.00%"
"08/09/2019","25.35","25.35","25.35","25.35","","0.00%"
"08/08/2019","25.35","25.35","25.35","25.35","","0.00%"
"08/07/2019","25.35","25.35","25.35","25.35","","0.00%"
"08/06/2019","25.35","25.35","25.35","25.35","","0.00%"
"08/05/2019","25.35","25.35","25.35","25.35","","-0.20%"
"08/02/2019","25.40","25.40","25.40","25.40","","0.20%"
"08/01/2019","25.35","25.35","25.35","25.35","","0.00%"
"07/31/2019","25.35","25.35","25.35","25.35","","-0.39%"
"07/30/2019","25.45","25.45","25.45","25.45","","-0.78%"
"07/29/2019","25.65","25.65","25.65","25.65","","0.20%"
"07/26/2019","25.60","25.60","25.60","25.60","","-0.19%"
"07/25/2019","25.65","25.65","25.65","25.65","","-0.19%"
"07/24/2019","25.70","25.70","25.70","25.70","","0.59%"
"07/23/2019","25.55","25.55","25.55","25.55","","0.99%"
"07/22/2019","25.30","25.30","25.30","25.30","","0.00%"
"07/19/2019","25.30","25.30","25.30","25.30","","-1.75%"
"07/18/2019","25.75","25.75","25.75","25.75","","-0.77%"
"07/17/2019","25.95","25.95","25.95","25.95","","-0.76%"
"07/16/2019","26.15","26.15","26.15","26.15","","1.36%"
"07/15/2019","25.80","25.80","25.80","25.80","","3.41%"
"07/12/2019","24.95","24.95","24.95","24.95","","0.60%"
"07/11/2019","24.80","24.80","24.80","24.80","","0.00%"
"07/10/2019","24.80","24.80","24.80","24.80","","0.00%"
"07/09/2019","24.80","24.80","24.80","24.80","","0.00%"
"07/08/2019","24.80","24.80","24.80","24.80","","1.02%"
"07/05/2019","24.55","24.55","24.55","24.55","","0.20%"
"07/03/2019","24.50","24.50","24.50","24.50","","0.00%"
"07/02/2019","24.50","24.50","24.50","24.50","","-0.41%"
"07/01/2019","24.60","24.60","24.60","24.60","","-0.20%"
"06/28/2019","24.65","24.65","24.65","24.65","","-0.20%"
"06/27/2019","24.70","24.70","24.70","24.70","","0.00%"
"06/26/2019","24.70","24.70","24.70","24.70","","-0.40%"
"06/25/2019","24.80","24.80","24.80","24.80","","0.61%"
"06/24/2019","24.65","24.65","24.65","24.65","","-0.20%"
"06/21/2019","24.70","24.70","24.70","24.70","0.60K","0.82%"
"06/20/2019","24.50","24.50","24.50","24.50","","0.20%"
"06/19/2019","24.45","24.45","24.45","24.45","","-0.20%"
"06/18/2019","24.50","24.50","24.50","24.50","","0.20%"
"06/17/2019","24.45","24.45","24.45","24.45","","-0.41%"
"06/14/2019","24.55","24.55","24.55","24.55","","-1.80%"
"06/13/2019","25.00","25.00","25.00","25.00","","-0.40%"
"06/12/2019","25.10","25.10","25.10","25.10","","0.60%"
"06/11/2019","24.95","24.95","24.95","24.95","","0.00%"
"06/10/2019","24.95","24.95","24.95","24.95","","1.01%"
"06/07/2019","24.70","24.70","24.70","24.70","","1.02%"
"06/06/2019","24.45","24.45","24.45","24.45","","1.03%"
"06/05/2019","24.20","24.20","24.20","24.20","","0.62%"
"06/04/2019","24.05","24.05","24.05","24.05","","0.00%"
"06/03/2019","24.05","24.05","24.05","24.05","","0.21%"
"05/31/2019","24.00","24.00","24.00","24.00","","-0.21%"
"05/30/2019","24.05","24.05","24.05","24.05","","-0.62%"
"05/29/2019","24.20","24.20","24.20","24.20","","0.00%"
"05/28/2019","24.20","24.20","24.20","24.20","","-0.21%"
"05/24/2019","24.25","24.25","24.25","24.25","","-0.21%"
"05/23/2019","24.30","24.30","24.30","24.30","","-1.22%"
"05/22/2019","24.60","24.60","24.60","24.60","","-0.20%"
"05/21/2019","24.65","24.65","24.65","24.65","","0.00%"
"05/20/2019","24.65","24.65","24.65","24.65","","0.00%"
"05/17/2019","24.65","25.15","25.15","25.15","0.00K","0.00%"
"05/16/2019","24.65","24.65","24.65","24.65","","0.00%"
"05/15/2019","24.65","24.65","24.65","24.65","","0.00%"
"05/14/2019","24.65","24.65","24.65","24.65","","-0.20%"
"05/13/2019","24.70","24.70","24.70","24.70","","-0.20%"
"05/10/2019","24.75","24.75","24.75","24.75","","-1.00%"
"05/09/2019","25.00","25.00","25.00","25.00","","-0.40%"
