"Date","Price","Open","High","Low","Vol.","Change %"
"11/30/2020","84.00","84.00","84.00","84.00","0.01K","21.83%"
"11/27/2020","68.95","68.95","68.95","68.95","","0.00%"
"11/25/2020","68.95","68.95","68.95","68.95","","0.44%"
"11/24/2020","68.65","68.65","68.65","68.65","","0.37%"
"11/23/2020","68.40","68.40","68.40","68.40","","0.88%"
"11/20/2020","67.80","67.80","67.80","67.80","","0.44%"
"11/19/2020","67.50","67.50","67.50","67.50","","0.67%"
"11/18/2020","67.05","67.05","67.05","67.05","","0.22%"
"11/17/2020","66.90","66.90","66.90","66.90","","0.15%"
"11/16/2020","66.80","66.80","66.80","66.80","","-0.30%"
"11/13/2020","67.00","67.00","67.00","67.00","","0.00%"
"11/12/2020","67.00","67.00","67.00","67.00","","1.36%"
"11/11/2020","66.10","66.10","66.10","66.10","","1.23%"
"11/10/2020","65.30","65.30","65.30","65.30","0.02K","1.87%"
"11/09/2020","64.10","64.10","64.10","64.10","","2.23%"
"11/06/2020","62.70","62.70","62.70","62.70","0.02K","0.97%"
"11/05/2020","62.10","62.10","62.10","62.10","","1.06%"
"11/04/2020","61.45","61.45","61.45","61.45","","0.33%"
"11/03/2020","61.25","61.25","61.25","61.25","","0.57%"
"11/02/2020","60.90","60.90","60.90","60.90","","2.87%"
"10/30/2020","59.20","59.20","59.20","59.20","","-0.08%"
"10/29/2020","59.25","59.25","59.25","59.25","","-0.34%"
"10/28/2020","59.45","59.45","59.45","59.45","","-0.08%"
"10/27/2020","59.50","59.50","59.50","59.50","","0.59%"
"10/26/2020","59.15","59.15","59.15","59.15","","-0.08%"
"10/23/2020","59.20","59.20","59.20","59.20","","0.34%"
"10/22/2020","59.00","59.00","59.00","59.00","","0.43%"
"10/21/2020","58.75","58.75","58.75","58.75","","-0.42%"
"10/20/2020","59.00","59.00","59.00","59.00","","-0.42%"
"10/19/2020","59.25","59.25","59.25","59.25","","-0.08%"
"10/16/2020","59.30","59.30","59.30","59.30","","0.17%"
"10/15/2020","59.20","59.20","59.20","59.20","","-0.17%"
"10/14/2020","59.30","59.30","59.30","59.30","","-0.08%"
"10/13/2020","59.35","59.35","59.35","59.35","","-0.08%"
"10/12/2020","59.40","59.40","59.40","59.40","","-1.74%"
"10/09/2020","60.45","60.45","60.45","60.45","0.01K","-0.49%"
"10/08/2020","60.75","60.75","60.75","60.75","","0.25%"
"10/07/2020","60.60","60.60","60.60","60.60","0.01K","-0.33%"
"10/06/2020","60.80","60.80","60.80","60.80","0.02K","-1.06%"
"10/05/2020","61.45","61.45","61.45","61.45","0.01K","0.08%"
"10/02/2020","61.40","61.40","61.40","61.40","","-0.81%"
"10/01/2020","61.90","61.90","61.90","61.90","0.04K","-0.64%"
"09/30/2020","62.30","62.30","62.30","62.30","0.01K","-1.11%"
"09/29/2020","63.00","63.00","63.00","63.00","","-1.10%"
"09/28/2020","63.70","63.70","63.70","63.70","","11.66%"
"09/25/2020","57.05","57.05","57.05","57.05","","-0.35%"
"09/24/2020","57.25","57.25","57.25","57.25","","0.09%"
"09/23/2020","57.20","57.20","57.20","57.20","0.04K","0.62%"
"09/22/2020","56.85","56.85","56.85","56.85","","0.09%"
"09/21/2020","56.80","56.80","56.80","56.80","","0.18%"
"09/18/2020","56.70","56.70","56.70","56.70","","0.00%"
"09/17/2020","56.70","56.70","56.70","56.70","","0.18%"
"09/16/2020","56.60","56.60","56.60","56.60","","0.00%"
"09/15/2020","56.60","56.60","56.60","56.60","","-0.18%"
"09/14/2020","56.70","56.70","56.70","56.70","","-0.44%"
"09/11/2020","56.95","56.95","56.95","56.95","","0.53%"
"09/10/2020","56.65","56.65","56.65","56.65","","0.71%"
"09/09/2020","56.25","56.25","56.25","56.25","","0.36%"
"09/08/2020","56.05","56.05","56.05","56.05","","-1.41%"
"09/04/2020","56.85","56.85","56.85","56.85","","-0.96%"
"09/03/2020","57.40","57.40","57.40","57.40","0.04K","-0.52%"
"09/02/2020","57.70","57.70","57.70","57.70","","-1.54%"
"09/01/2020","58.60","58.60","58.60","58.60","","1.21%"
"08/31/2020","57.90","57.90","57.90","57.90","","5.08%"
"08/28/2020","55.10","55.10","55.10","55.10","","0.09%"
"08/27/2020","55.05","55.05","55.05","55.05","","0.00%"
"08/26/2020","55.05","55.05","55.05","55.05","","0.09%"
"08/25/2020","55.00","55.00","55.00","55.00","","-0.81%"
"08/24/2020","55.45","55.45","55.45","55.45","","-0.09%"
"08/21/2020","55.50","55.50","55.50","55.50","0.05K","-0.27%"
"08/20/2020","55.65","55.65","55.65","55.65","","-0.09%"
"08/19/2020","55.70","55.70","55.70","55.70","","-0.09%"
"08/18/2020","55.75","55.75","55.75","55.75","","0.18%"
"08/17/2020","55.65","55.65","55.65","55.65","0.10K","0.45%"
"08/14/2020","55.40","55.40","55.40","55.40","","2.03%"
"08/13/2020","54.30","54.30","54.30","54.30","","0.28%"
"08/12/2020","54.15","54.15","54.15","54.15","0.02K","-0.28%"
"08/11/2020","54.30","54.30","54.30","54.30","","-0.28%"
"08/10/2020","54.45","54.45","54.45","54.45","0.01K","-0.55%"
"08/07/2020","54.75","54.75","54.75","54.75","0.01K","0.64%"
"08/06/2020","54.40","54.40","54.40","54.40","0.02K","-1.81%"
"08/05/2020","55.40","55.40","55.40","55.40","0.01K","-1.16%"
"08/04/2020","56.05","56.05","56.05","56.05","0.01K","-0.62%"
"08/03/2020","56.40","56.40","56.40","56.40","","5.52%"
"07/31/2020","53.45","53.45","53.45","53.45","","-0.56%"
"07/30/2020","53.75","53.75","53.75","53.75","","-0.09%"
"07/29/2020","53.80","53.80","53.80","53.80","","-0.55%"
"07/28/2020","54.10","54.10","54.10","54.10","","0.46%"
"07/27/2020","53.85","53.85","53.85","53.85","","-0.65%"
"07/24/2020","54.20","54.20","54.20","54.20","","-0.46%"
"07/23/2020","54.45","54.45","54.45","54.45","","-0.09%"
"07/22/2020","54.50","54.50","54.50","54.50","","-0.46%"
"07/21/2020","54.75","54.75","54.75","54.75","","-0.09%"
"07/20/2020","54.80","54.80","54.80","54.80","","-0.27%"
"07/17/2020","54.95","54.95","54.95","54.95","","0.37%"
"07/16/2020","54.75","54.75","54.75","54.75","","-0.27%"
"07/15/2020","54.90","54.90","54.90","54.90","","0.73%"
"07/14/2020","54.50","54.50","54.50","54.50","","0.55%"
"07/13/2020","54.20","54.20","54.20","54.20","","0.37%"
"07/10/2020","54.00","54.00","54.00","54.00","","0.09%"
"07/09/2020","53.95","53.95","53.95","53.95","","-1.46%"
"07/08/2020","54.75","54.75","54.75","54.75","","-0.45%"
"07/07/2020","55.00","55.00","55.00","55.00","0.01K","-0.36%"
"07/06/2020","55.20","55.20","55.20","55.20","0.01K","0.55%"
"07/02/2020","54.90","54.90","54.90","54.90","","1.20%"
"07/01/2020","54.25","54.25","54.25","54.25","0.02K","-0.73%"
"06/30/2020","54.65","54.65","54.65","54.65","0.02K","-1.80%"
"06/29/2020","55.65","55.65","55.65","55.65","0.01K","1.74%"
"06/26/2020","54.70","54.70","54.70","54.70","","-1.88%"
"06/25/2020","55.75","55.75","55.75","55.75","","0.00%"
"06/24/2020","55.75","55.75","55.75","55.75","","0.00%"
"06/23/2020","55.75","55.75","55.75","55.75","","-0.18%"
"06/22/2020","55.85","55.85","55.85","55.85","","-0.27%"
"06/19/2020","56.00","56.00","56.00","56.00","0.01K","0.18%"
"06/18/2020","55.90","55.90","55.90","55.90","","0.09%"
"06/17/2020","55.85","55.85","55.85","55.85","","-0.89%"
"06/16/2020","56.35","56.35","56.35","56.35","0.01K","-0.79%"
"06/15/2020","56.80","56.80","56.80","56.80","","-0.26%"
"06/12/2020","56.95","56.95","56.95","56.95","","0.53%"
"06/11/2020","56.65","56.65","56.65","56.65","","-0.18%"
"06/10/2020","56.75","56.75","56.75","56.75","","-2.74%"
"06/09/2020","58.35","58.35","58.35","58.35","","-1.93%"
"06/08/2020","59.50","59.50","59.50","59.50","","-0.25%"
"06/05/2020","59.65","59.65","59.65","59.65","0.02K","-0.25%"
"06/04/2020","59.80","59.80","59.80","59.80","","-1.81%"
"06/03/2020","60.90","60.90","60.90","60.90","","0.50%"
"06/02/2020","60.60","60.60","60.60","60.60","","1.17%"
"06/01/2020","59.90","59.90","59.90","59.90","0.01K","13.13%"
"05/29/2020","52.95","52.95","52.95","52.95","","-1.12%"
"05/28/2020","53.55","53.55","53.55","53.55","","0.09%"
"05/27/2020","53.50","53.50","53.50","53.50","","0.28%"
"05/26/2020","53.35","53.35","53.35","53.35","","-0.28%"
"05/22/2020","53.50","53.50","53.50","53.50","","-0.47%"
"05/21/2020","53.75","53.75","53.75","53.75","","-0.19%"
"05/20/2020","53.85","53.85","53.85","53.85","","1.41%"
"05/19/2020","53.10","53.10","53.10","53.10","","0.19%"
"05/18/2020","53.00","53.00","53.00","53.00","","-0.84%"
"05/15/2020","53.45","53.45","53.45","53.45","","0.66%"
"05/14/2020","53.10","53.10","53.10","53.10","","0.66%"
"05/13/2020","52.75","52.75","52.75","52.75","","0.00%"
"05/12/2020","52.75","52.75","52.75","52.75","","-0.94%"
"05/11/2020","53.25","53.25","53.25","53.25","","0.00%"
"05/08/2020","53.25","53.25","53.25","53.25","","0.00%"
"05/07/2020","53.25","53.25","53.25","53.25","","1.43%"
"05/06/2020","52.50","52.50","52.50","52.50","","0.48%"
"05/05/2020","52.25","52.25","52.25","52.25","","2.45%"
"05/04/2020","51.00","51.00","51.00","51.00","","-3.13%"
"05/01/2020","52.65","52.65","52.65","52.65","0.02K","-0.09%"
"04/30/2020","52.70","52.70","52.70","52.70","0.15K","3.84%"
"04/29/2020","50.75","50.75","50.75","50.75","","2.73%"
"04/28/2020","49.40","49.40","49.40","49.40","0.06K","1.33%"
"04/27/2020","48.75","48.75","48.75","48.75","","-14.02%"
"04/24/2020","56.70","56.70","56.70","56.70","","-0.53%"
"04/23/2020","57.00","57.00","57.00","57.00","","0.18%"
"04/22/2020","56.90","56.90","56.90","56.90","","0.18%"
"04/21/2020","56.80","56.80","56.80","56.80","","-0.18%"
"04/20/2020","56.90","56.90","56.90","56.90","0.03K","-2.74%"
"04/17/2020","58.50","58.50","58.50","58.50","0.01K","-1.60%"
"04/16/2020","59.45","59.45","59.45","59.45","","2.15%"
"04/15/2020","58.20","58.20","58.20","58.20","","-0.68%"
"04/14/2020","58.60","58.60","58.60","58.60","","-2.74%"
"04/13/2020","60.25","60.25","60.25","60.25","","0.00%"
"04/09/2020","60.25","60.25","60.25","60.25","","-0.50%"
"04/08/2020","60.55","60.55","60.55","60.55","","-6.12%"
"04/07/2020","64.50","64.50","64.50","64.50","","-2.49%"
"04/06/2020","66.15","66.15","66.15","66.15","","-0.90%"
"04/03/2020","66.75","66.75","66.75","66.75","","-1.11%"
"04/02/2020","67.50","67.50","67.50","67.50","0.01K","-6.51%"
"04/01/2020","72.20","72.20","72.20","72.20","","-1.77%"
"03/31/2020","73.50","73.50","73.50","73.50","0.01K","7.93%"
"03/30/2020","68.10","68.10","68.10","68.10","0.01K","4.37%"
"03/27/2020","65.25","65.25","65.25","65.25","","1.95%"
"03/26/2020","64.00","64.00","64.00","64.00","","0.79%"
"03/25/2020","63.50","63.50","63.50","63.50","","2.01%"
"03/24/2020","62.25","62.25","62.25","62.25","","-0.08%"
"03/23/2020","62.30","62.30","62.30","62.30","","-1.89%"
"03/20/2020","63.50","63.50","63.50","63.50","","0.95%"
"03/19/2020","62.90","62.90","62.90","62.90","","-2.48%"
"03/18/2020","64.50","64.50","64.50","64.50","0.02K","-1.00%"
"03/17/2020","65.15","65.15","65.15","65.15","","-0.46%"
"03/16/2020","65.45","65.45","65.45","65.45","","-0.76%"
"03/13/2020","65.95","65.95","65.95","65.95","","0.00%"
"03/12/2020","65.95","65.95","65.95","65.95","0.02K","-1.42%"
"03/11/2020","66.90","66.90","66.90","66.90","0.01K","2.45%"
"03/10/2020","65.30","65.30","65.30","65.30","","0.00%"
"03/09/2020","65.30","65.30","65.30","65.30","0.01K","-2.54%"
"03/06/2020","67.00","67.00","67.00","67.00","","-3.74%"
"03/05/2020","69.60","69.60","69.60","69.60","","-2.66%"
"03/04/2020","71.50","71.50","71.50","71.50","0.01K","-2.19%"
"03/03/2020","73.10","73.10","73.10","73.10","0.01K","-1.68%"
"03/02/2020","74.35","74.35","74.35","74.35","","-9.93%"
"02/28/2020","82.55","82.55","82.55","82.55","","-0.30%"
"02/27/2020","82.80","82.80","82.80","82.80","","-0.12%"
"02/26/2020","82.90","82.90","82.90","82.90","0.01K","-0.12%"
"02/25/2020","83.00","83.00","83.00","83.00","0.01K","-0.12%"
"02/24/2020","83.10","83.10","83.10","83.10","","-0.24%"
"02/21/2020","83.30","83.30","83.30","83.30","","-0.24%"
"02/20/2020","83.50","83.50","83.50","83.50","","-0.60%"
"02/19/2020","84.00","84.00","84.00","84.00","","-0.30%"
"02/18/2020","84.25","84.25","84.25","84.25","","-0.77%"
"02/14/2020","84.90","84.90","84.90","84.90","0.02K","-0.12%"
"02/13/2020","85.00","85.00","85.00","85.00","","-0.06%"
"02/12/2020","85.05","85.05","85.05","85.05","","-0.23%"
"02/11/2020","85.25","85.25","85.25","85.25","0.01K","0.59%"
"02/10/2020","84.75","84.75","84.75","84.75","0.01K","1.92%"
"02/07/2020","83.15","83.15","83.15","83.15","0.06K","-1.83%"
"02/06/2020","84.70","84.70","84.70","84.70","0.01K","-0.35%"
"02/05/2020","85.00","85.00","85.00","85.00","0.01K","1.61%"
"02/04/2020","83.65","83.65","83.65","83.65","0.05K","3.91%"
"02/03/2020","80.50","80.50","80.50","80.50","0.05K","-6.61%"
"01/31/2020","86.20","86.20","86.20","86.20","","0.00%"
"01/30/2020","86.20","86.20","86.20","86.20","","-0.40%"
"01/29/2020","86.55","86.55","86.55","86.55","","0.29%"
"01/28/2020","86.30","86.30","86.30","86.30","","0.12%"
"01/27/2020","86.20","86.20","86.20","86.20","","-0.52%"
"01/24/2020","86.65","86.65","86.65","86.65","","0.06%"
"01/23/2020","86.60","86.60","86.60","86.60","","0.12%"
"01/22/2020","86.50","86.50","86.50","86.50","","0.00%"
"01/21/2020","86.50","86.50","86.50","86.50","","-0.57%"
"01/17/2020","87.00","87.00","87.00","87.00","","0.29%"
"01/16/2020","86.75","86.75","86.75","86.75","","0.87%"
"01/15/2020","86.00","86.00","86.00","86.00","","-1.09%"
"01/14/2020","86.95","86.95","86.95","86.95","0.01K","-4.35%"
"01/13/2020","90.90","90.90","90.90","90.90","","-1.94%"
"01/10/2020","92.70","92.70","92.70","92.70","0.02K","6.61%"
"01/09/2020","86.95","86.95","86.95","86.95","","1.58%"
"01/08/2020","85.60","85.60","85.60","85.60","0.01K","0.59%"
"01/07/2020","85.10","85.10","85.10","85.10","0.02K","3.91%"
"01/06/2020","81.90","81.90","81.90","81.90","0.03K","2.25%"
"01/03/2020","80.10","80.10","80.10","80.10","0.05K","0.25%"
"01/02/2020","79.90","79.90","79.90","79.90","0.02K","0.19%"
"12/31/2019","79.75","79.75","79.75","79.75","0.02K","1.14%"
"12/30/2019","78.85","78.85","78.85","78.85","0.01K","-6.19%"
"12/27/2019","84.05","84.05","84.05","84.05","","2.13%"
"12/26/2019","82.30","82.30","82.30","82.30","","0.00%"
"12/24/2019","82.30","82.30","82.30","82.30","","0.00%"
"12/23/2019","82.30","82.30","82.30","82.30","","0.00%"
"12/20/2019","82.30","82.30","82.30","82.30","","0.06%"
"12/19/2019","82.25","82.25","82.25","82.25","","0.00%"
"12/18/2019","82.25","82.25","82.25","82.25","0.01K","0.06%"
"12/17/2019","82.20","82.20","82.20","82.20","0.02K","0.61%"
"12/16/2019","81.70","81.70","81.70","81.70","","0.06%"
"12/13/2019","81.65","81.65","81.65","81.65","","-0.31%"
"12/12/2019","81.90","81.90","81.90","81.90","","-0.43%"
"12/11/2019","82.25","82.25","82.25","82.25","","-0.06%"
"12/10/2019","82.30","82.30","82.30","82.30","0.01K","0.37%"
"12/09/2019","82.00","82.00","82.00","82.00","0.03K","0.00%"
"12/06/2019","82.00","82.00","82.00","82.00","","-0.61%"
"12/05/2019","82.50","82.50","82.50","82.50","","0.61%"
"12/04/2019","82.00","82.00","82.00","82.00","0.15K","-1.20%"
"12/03/2019","83.00","83.00","83.00","83.00","","0.24%"
"12/02/2019","82.80","82.80","82.80","82.80","","9.16%"
"11/29/2019","75.85","75.85","75.85","75.85","","0.00%"
"11/27/2019","75.85","75.85","75.85","75.85","","0.13%"
"11/26/2019","75.75","75.75","75.75","75.75","","0.00%"
"11/25/2019","75.75","75.75","75.75","75.75","","-0.39%"
"11/22/2019","76.05","76.05","76.05","76.05","","0.13%"
"11/21/2019","75.95","75.95","75.95","75.95","","0.60%"
"11/20/2019","75.50","75.50","75.50","75.50","","1.34%"
"11/19/2019","74.50","74.50","74.50","74.50","","1.78%"
"11/18/2019","73.20","73.20","73.20","73.20","","2.23%"
"11/15/2019","71.60","71.60","71.60","71.60","","1.13%"
"11/14/2019","70.80","70.80","70.80","70.80","","0.57%"
"11/13/2019","70.40","70.40","70.40","70.40","","-0.14%"
"11/12/2019","70.50","70.50","70.50","70.50","","0.57%"
"11/11/2019","70.10","70.10","70.10","70.10","","1.52%"
"11/08/2019","69.05","69.05","69.05","69.05","","-0.36%"
"11/07/2019","69.30","69.30","69.30","69.30","","0.07%"
"11/06/2019","69.25","69.25","69.25","69.25","","0.29%"
"11/05/2019","69.05","69.05","69.05","69.05","0.01K","0.95%"
"11/04/2019","68.40","68.40","68.40","68.40","0.03K","0.96%"
"11/01/2019","67.75","67.75","67.75","67.75","","1.35%"
"10/31/2019","66.85","66.85","66.85","66.85","0.01K","1.21%"
"10/30/2019","66.05","66.05","66.05","66.05","0.06K","-0.53%"
"10/29/2019","66.40","66.40","66.40","66.40","","-0.30%"
"10/28/2019","66.60","66.60","66.60","66.60","","-1.48%"
"10/25/2019","67.60","67.60","67.60","67.60","","0.00%"
"10/24/2019","67.60","67.60","67.60","67.60","","0.00%"
"10/23/2019","67.60","67.60","67.60","67.60","","-0.15%"
"10/22/2019","67.70","67.70","67.70","67.70","","-0.07%"
"10/21/2019","67.75","67.75","67.75","67.75","","0.89%"
"10/18/2019","67.15","67.15","67.15","67.15","0.06K","-0.07%"
"10/17/2019","67.20","67.20","67.20","67.20","0.01K","0.52%"
"10/16/2019","66.85","66.85","66.85","66.85","0.04K","0.15%"
"10/15/2019","66.75","66.75","66.75","66.75","","0.07%"
"10/14/2019","66.70","66.70","66.70","66.70","0.00K","0.60%"
"10/11/2019","66.30","66.30","66.30","66.30","","0.23%"
"10/10/2019","66.15","66.15","66.15","66.15","","-0.60%"
"10/09/2019","66.55","66.55","66.55","66.55","0.05K","-0.22%"
"10/08/2019","66.70","66.70","66.70","66.70","","1.68%"
"10/07/2019","65.60","65.60","65.60","65.60","0.01K","3.31%"
"10/04/2019","63.50","63.50","63.50","63.50","0.01K","2.34%"
"10/03/2019","62.05","62.05","62.05","62.05","0.01K","0.00%"
"10/02/2019","62.05","62.05","62.05","62.05","0.01K","-1.04%"
"10/01/2019","62.70","62.70","62.70","62.70","","-0.71%"
"09/30/2019","63.15","63.15","63.15","63.15","0.03K","6.05%"
"09/27/2019","59.55","59.55","59.55","59.55","","-0.75%"
"09/26/2019","60.00","60.00","60.00","60.00","","0.00%"
"09/25/2019","60.00","60.00","60.00","60.00","","-0.17%"
"09/24/2019","60.10","60.10","60.10","60.10","","0.17%"
"09/23/2019","60.00","60.00","60.00","60.00","","-0.74%"
"09/20/2019","60.45","60.45","60.45","60.45","","0.33%"
"09/19/2019","60.25","60.25","60.25","60.25","","-0.33%"
"09/18/2019","60.45","60.45","60.45","60.45","","-0.66%"
"09/17/2019","60.85","60.85","60.85","60.85","","-0.33%"
"09/16/2019","61.05","61.05","61.05","61.05","","1.58%"
"09/13/2019","60.10","60.10","60.10","60.10","","0.17%"
"09/12/2019","60.00","60.00","60.00","60.00","","0.25%"
"09/11/2019","59.85","59.85","59.85","59.85","","-1.07%"
"09/10/2019","60.50","60.50","60.50","60.50","","2.20%"
"09/09/2019","59.20","59.20","59.20","59.20","0.05K","-1.09%"
"09/06/2019","59.85","59.85","59.85","59.85","0.04K","-2.13%"
"09/05/2019","61.15","61.15","61.15","61.15","0.01K","0.25%"
"09/04/2019","61.00","61.00","61.00","61.00","0.01K","0.08%"
"09/03/2019","60.95","60.95","60.95","60.95","0.04K","2.87%"
"08/30/2019","59.25","59.25","59.25","59.25","","-0.25%"
"08/29/2019","59.40","59.40","59.40","59.40","","-0.08%"
"08/28/2019","59.45","59.45","59.45","59.45","","-0.34%"
"08/27/2019","59.65","59.65","59.65","59.65","","-0.25%"
"08/26/2019","59.80","59.80","59.80","59.80","","0.00%"
"08/23/2019","59.80","59.80","59.80","59.80","","0.08%"
"08/22/2019","59.75","59.75","59.75","59.75","","-0.42%"
"08/21/2019","60.00","60.00","60.00","60.00","","0.00%"
"08/20/2019","60.00","60.00","60.00","60.00","","0.33%"
"08/19/2019","59.80","59.80","59.80","59.80","","0.50%"
"08/16/2019","59.50","59.50","59.50","59.50","","-0.58%"
"08/15/2019","59.85","59.85","59.85","59.85","","-0.83%"
"08/14/2019","60.35","60.35","60.35","60.35","","-0.25%"
"08/13/2019","60.50","60.50","60.50","60.50","","-0.08%"
"08/12/2019","60.55","60.55","60.55","60.55","","0.33%"
"08/09/2019","60.35","60.35","60.35","60.35","0.01K","0.50%"
"08/08/2019","60.05","60.05","60.05","60.05","0.02K","0.92%"
"08/07/2019","59.50","59.50","59.50","59.50","","-0.83%"
"08/06/2019","60.00","60.00","60.00","60.00","0.03K","-3.30%"
"08/05/2019","62.05","62.05","62.05","62.05","","-1.59%"
"08/02/2019","63.05","63.05","63.05","63.05","0.03K","-1.25%"
"08/01/2019","63.85","63.85","63.85","63.85","","0.39%"
"07/31/2019","63.60","63.60","63.60","63.60","0.01K","-1.32%"
"07/30/2019","64.45","64.45","64.45","64.45","0.03K","-0.39%"
"07/29/2019","64.70","64.70","64.70","64.70","","-1.52%"
"07/26/2019","65.70","65.70","65.70","65.70","","-0.15%"
"07/25/2019","65.80","65.80","65.80","65.80","","0.08%"
"07/24/2019","65.75","65.75","65.75","65.75","","-0.08%"
"07/23/2019","65.80","65.80","65.80","65.80","","0.00%"
"07/22/2019","65.80","65.80","65.80","65.80","","-0.30%"
"07/19/2019","66.00","66.00","66.00","66.00","","0.46%"
"07/18/2019","65.70","65.70","65.70","65.70","","0.69%"
"07/17/2019","65.25","65.25","65.25","65.25","0.01K","1.24%"
"07/16/2019","64.45","64.45","64.45","64.45","0.02K","-0.77%"
"07/15/2019","64.95","64.95","64.95","64.95","0.02K","-1.44%"
"07/12/2019","65.90","65.90","65.90","65.90","","-0.60%"
"07/11/2019","66.30","66.30","66.30","66.30","","0.53%"
"07/10/2019","65.95","65.95","65.95","65.95","0.03K","0.46%"
"07/09/2019","65.65","65.65","65.65","65.65","0.01K","-2.01%"
"07/08/2019","67.00","67.00","67.00","67.00","","-0.07%"
"07/05/2019","67.05","67.05","67.05","67.05","0.13K","3.00%"
"07/03/2019","65.10","65.10","65.10","65.10","","0.62%"
"07/02/2019","64.70","64.70","64.70","64.70","0.07K","1.41%"
"07/01/2019","63.80","63.80","63.80","63.80","0.01K","1.03%"
"06/28/2019","63.15","63.15","63.15","63.15","","0.24%"
"06/27/2019","63.00","63.00","63.00","63.00","","0.00%"
"06/26/2019","63.00","63.00","63.00","63.00","","-0.08%"
"06/25/2019","63.05","63.05","63.05","63.05","","-0.08%"
"06/24/2019","63.10","63.10","63.10","63.10","","-0.16%"
"06/21/2019","63.20","63.20","63.20","63.20","","0.32%"
"06/20/2019","63.00","63.00","63.00","63.00","","1.45%"
"06/19/2019","62.10","62.10","62.10","62.10","","0.49%"
"06/18/2019","61.80","61.80","61.80","61.80","","-0.32%"
"06/17/2019","62.00","62.00","62.00","62.00","0.01K","-1.27%"
"06/14/2019","62.80","62.80","62.80","62.80","","-0.71%"
"06/13/2019","63.25","63.25","63.25","63.25","","-0.71%"
"06/12/2019","63.70","63.70","63.70","63.70","0.01K","-2.97%"
"06/11/2019","65.65","65.65","65.65","65.65","","0.08%"
"06/10/2019","65.60","65.60","65.60","65.60","","1.86%"
"06/07/2019","64.40","64.40","64.40","64.40","","1.34%"
"06/06/2019","63.55","63.55","63.55","63.55","","2.25%"
"06/05/2019","62.15","62.15","62.15","62.15","","0.32%"
"06/04/2019","61.95","61.95","61.95","61.95","0.02K","1.56%"
"06/03/2019","61.00","61.00","61.00","61.00","","-7.79%"
"05/31/2019","66.15","66.15","66.15","66.15","","-0.75%"
"05/30/2019","66.65","66.65","66.65","66.65","","0.00%"
"05/29/2019","66.65","66.65","66.65","66.65","0.01K","-0.52%"
"05/28/2019","67.00","67.00","67.00","67.00","","-0.52%"
"05/24/2019","67.35","67.35","67.35","67.35","","0.15%"
"05/23/2019","67.25","67.25","67.25","67.25","","-0.74%"
"05/22/2019","67.75","67.75","67.75","67.75","","0.15%"
"05/21/2019","67.65","67.65","67.65","67.65","0.01K","-0.15%"
"05/20/2019","67.75","67.75","67.75","67.75","","-0.51%"
"05/17/2019","68.10","68.10","68.10","68.10","","-0.66%"
"05/16/2019","68.55","68.55","68.55","68.55","","-0.29%"
"05/15/2019","68.75","68.75","68.75","68.75","","-1.43%"
"05/14/2019","69.75","69.75","69.75","69.75","","-0.14%"
"05/13/2019","69.85","69.85","69.85","69.85","0.01K","-2.44%"
"05/10/2019","71.60","71.60","71.60","71.60","","-0.56%"
"05/09/2019","72.00","72.00","72.00","72.00","0.05K","-0.41%"
"05/08/2019","72.30","72.30","72.30","72.30","0.04K","0.42%"
"05/07/2019","72.00","72.00","72.00","72.00","0.02K","-0.55%"
"05/06/2019","72.40","72.40","72.40","72.40","","0.00%"
"05/03/2019","72.40","72.40","72.40","72.40","","0.35%"
"05/02/2019","72.15","72.15","72.15","72.15","","0.77%"
"05/01/2019","71.60","71.60","71.60","71.60","","0.85%"
"04/30/2019","71.00","71.00","71.00","71.00","0.01K","0.35%"
"04/29/2019","70.75","70.75","70.75","70.75","0.01K","3.13%"
"04/26/2019","68.60","68.60","68.60","68.60","","-0.94%"
"04/25/2019","69.25","69.25","69.25","69.25","","0.14%"
"04/24/2019","69.15","69.15","69.15","69.15","","-0.29%"
"04/23/2019","69.35","69.35","69.35","69.35","","0.22%"
"04/22/2019","69.20","69.20","69.20","69.20","","0.00%"
"04/18/2019","69.20","69.20","69.20","69.20","","-0.29%"
"04/17/2019","69.40","69.40","69.40","69.40","","0.43%"
"04/16/2019","69.10","69.10","69.10","69.10","","0.14%"
"04/15/2019","69.00","69.00","69.00","69.00","0.01K","-1.08%"
"04/12/2019","69.75","69.75","69.75","69.75","","-0.36%"
"04/11/2019","70.00","70.00","70.00","70.00","","-0.64%"
"04/10/2019","70.45","70.45","70.45","70.45","","-0.77%"
"04/09/2019","71.00","71.00","71.00","71.00","0.03K","0.71%"
"04/08/2019","70.50","70.50","70.50","70.50","0.02K","1.22%"
"04/05/2019","69.65","69.65","69.65","69.65","0.03K","1.75%"
"04/04/2019","68.45","68.45","68.45","68.45","","2.78%"
"04/03/2019","66.60","66.60","66.60","66.60","0.06K","-1.99%"
"04/02/2019","67.95","67.95","67.95","67.95","0.01K","-2.86%"
"04/01/2019","69.95","69.95","69.95","69.95","0.04K","-7.29%"
"03/29/2019","75.45","75.45","75.45","75.45","","-2.20%"
"03/28/2019","77.15","77.15","77.15","77.15","","-0.19%"
"03/27/2019","77.30","77.30","77.30","77.30","","0.13%"
"03/26/2019","77.20","77.20","77.20","77.20","","-0.26%"
"03/25/2019","77.40","77.40","77.40","77.40","","0.06%"
"03/22/2019","77.35","77.35","77.35","77.35","","-0.26%"
