"Date","Price","Open","High","Low","Vol.","Change %"
"08/30/2023","116.50","116.50","116.50","116.50","","-1.69%"
"08/29/2023","118.50","118.50","118.50","118.50","","-0.42%"
"08/28/2023","119.00","119.00","119.00","119.00","","5.19%"
"08/25/2023","113.13","113.13","113.13","113.13","","1.33%"
"08/24/2023","111.65","111.65","111.65","111.65","","0.00%"
"08/23/2023","111.65","111.65","111.65","111.65","","-0.67%"
"08/22/2023","112.40","112.40","112.40","112.40","","0.27%"
"08/21/2023","112.10","112.10","112.10","112.10","","1.45%"
"08/18/2023","110.50","110.50","110.50","110.50","","-0.45%"
"08/17/2023","111.00","111.00","111.00","111.00","","0.77%"
"08/16/2023","110.15","110.15","110.15","110.15","","0.27%"
"08/15/2023","109.85","109.85","109.85","109.85","","0.46%"
"08/14/2023","109.35","109.35","109.35","109.35","","0.00%"
"08/11/2023","109.35","109.35","109.35","109.35","","0.78%"
"08/10/2023","108.50","108.50","108.50","108.50","","-0.78%"
"08/09/2023","109.35","109.35","109.35","109.35","","1.86%"
"08/08/2023","107.35","107.35","107.35","107.35","","1.75%"
"08/07/2023","105.50","105.50","105.50","105.50","","1.78%"
"08/04/2023","103.65","103.65","103.65","103.65","","1.47%"
"08/03/2023","102.15","102.15","102.15","102.15","","1.49%"
"08/02/2023","100.65","100.65","100.65","100.65","","-0.98%"
"08/01/2023","101.65","101.65","101.65","101.65","","-1.31%"
"07/31/2023","103.00","103.00","103.00","103.00","","10.17%"
"07/28/2023","93.49","93.49","93.49","93.49","","-1.85%"
"07/27/2023","95.25","95.25","95.25","95.25","","-1.19%"
"07/26/2023","96.40","96.40","96.40","96.40","","0.16%"
"07/25/2023","96.25","96.25","96.25","96.25","","0.00%"
"07/24/2023","96.25","96.25","96.25","96.25","","-1.28%"
"07/21/2023","97.50","97.50","97.50","97.50","","0.78%"
"07/20/2023","96.75","96.75","96.75","96.75","","0.26%"
"07/19/2023","96.50","96.50","96.50","96.50","","-0.52%"
"07/18/2023","97.00","97.00","97.00","97.00","","2.97%"
"07/17/2023","94.20","94.20","94.20","94.20","","0.21%"
"07/14/2023","94.00","94.00","94.00","94.00","","1.24%"
"07/13/2023","92.85","92.85","92.85","92.85","","-0.32%"
"07/12/2023","93.15","93.15","93.15","93.15","","-1.27%"
"07/11/2023","94.35","94.35","94.35","94.35","","-5.98%"
"07/10/2023","100.35","100.35","100.35","100.35","","-3.18%"
"07/07/2023","103.65","103.65","103.65","103.65","","-1.75%"
"07/06/2023","105.50","105.50","105.50","105.50","","-2.31%"
"07/05/2023","108.00","108.00","108.00","108.00","","-2.70%"
"07/03/2023","111.00","111.00","111.00","111.00","","11.39%"
"06/30/2023","99.65","99.65","99.65","99.65","","-0.99%"
"06/29/2023","100.65","100.65","100.65","100.65","","0.00%"
"06/28/2023","100.65","100.65","100.65","100.65","","0.00%"
"06/27/2023","100.65","100.65","100.65","100.65","","0.00%"
"06/26/2023","100.65","100.65","100.65","100.65","","-0.94%"
"06/23/2023","101.60","101.60","101.60","101.60","","-0.64%"
"06/22/2023","102.25","102.25","102.25","102.25","","-0.34%"
"06/21/2023","102.60","102.60","102.60","102.60","","-0.29%"
"06/20/2023","102.90","102.90","102.90","102.90","","-1.39%"
"06/16/2023","104.35","104.35","104.35","104.35","","-0.29%"
"06/15/2023","104.65","104.65","104.65","104.65","","-1.27%"
"06/14/2023","106.00","106.00","106.00","106.00","","-0.33%"
"06/13/2023","106.35","106.35","106.35","106.35","","0.81%"
"06/12/2023","105.50","105.50","105.50","105.50","","-0.61%"
"06/09/2023","106.15","106.15","106.15","106.15","","3.41%"
"06/08/2023","102.65","102.65","102.65","102.65","","0.64%"
"06/07/2023","102.00","102.00","102.00","102.00","","1.75%"
"06/06/2023","100.25","100.25","100.25","100.25","","-4.52%"
"06/05/2023","105.00","105.00","105.00","105.00","","5.95%"
"06/02/2023","99.10","99.10","99.10","99.10","","0.87%"
"06/01/2023","98.25","98.25","98.25","98.25","","-1.40%"
"05/31/2023","99.65","99.65","99.65","99.65","","-0.50%"
"05/30/2023","100.15","100.15","100.15","100.15","","-9.57%"
"05/26/2023","110.75","110.75","110.75","110.75","","0.68%"
"05/25/2023","110.00","110.00","110.00","110.00","","0.46%"
"05/24/2023","109.50","109.50","109.50","109.50","","0.46%"
"05/23/2023","109.00","109.00","109.00","109.00","","-0.59%"
"05/22/2023","109.65","109.65","109.65","109.65","","0.00%"
"05/19/2023","109.65","109.65","109.65","109.65","","0.00%"
"05/18/2023","109.65","109.65","109.65","109.65","","-1.35%"
"05/17/2023","111.15","111.15","111.15","111.15","","0.27%"
"05/16/2023","110.85","110.85","110.85","110.85","","-0.14%"
"05/15/2023","111.00","111.00","111.00","111.00","","-1.77%"
"05/12/2023","113.00","113.00","113.00","113.00","","-0.44%"
"05/11/2023","113.50","113.50","113.50","113.50","","-6.66%"
"05/10/2023","121.60","121.60","121.60","121.60","","-2.13%"
"05/09/2023","124.25","124.25","124.25","124.25","","-1.07%"
"05/08/2023","125.60","125.60","125.60","125.60","","0.00%"
"05/05/2023","125.60","125.60","125.60","125.60","","-0.24%"
"05/04/2023","125.90","125.90","125.90","125.90","","-1.33%"
"05/03/2023","127.60","127.60","127.60","127.60","","-1.47%"
"05/02/2023","129.50","129.50","129.50","129.50","","0.19%"
"05/01/2023","129.25","129.25","129.25","129.25","","1.21%"
"04/28/2023","127.71","127.71","127.71","127.71","","-0.50%"
"04/27/2023","128.35","128.35","128.35","128.35","","0.00%"
"04/26/2023","128.35","128.35","128.35","128.35","","0.00%"
"04/25/2023","128.35","128.35","128.35","128.35","","0.27%"
"04/24/2023","128.00","128.00","128.00","128.00","","0.00%"
"04/21/2023","128.00","128.00","128.00","128.00","","0.12%"
"04/20/2023","127.85","127.85","127.85","127.85","","0.27%"
"04/19/2023","127.50","127.50","127.50","127.50","","0.28%"
"04/18/2023","127.15","127.15","127.15","127.15","","0.00%"
"04/17/2023","127.15","127.15","127.15","127.15","","1.84%"
"04/14/2023","124.85","124.85","124.85","124.85","","-5.77%"
"04/13/2023","132.50","132.50","132.50","132.50","","-1.01%"
"04/12/2023","133.85","133.85","133.85","133.85","","-0.11%"
"04/11/2023","134.00","134.00","134.00","134.00","","-0.85%"
"04/10/2023","135.15","135.15","135.15","135.15","","0.00%"
"04/06/2023","135.15","135.15","135.15","135.15","","-1.82%"
"04/05/2023","137.65","137.65","137.65","137.65","","-1.43%"
"04/04/2023","139.65","139.65","139.65","139.65","","-3.02%"
"04/03/2023","144.00","144.00","144.00","144.00","","8.07%"
"03/31/2023","133.25","133.25","133.25","133.25","","0.19%"
"03/30/2023","133.00","133.00","133.00","133.00","","0.00%"
"03/29/2023","133.00","133.00","133.00","133.00","","0.30%"
"03/28/2023","132.60","132.60","132.60","132.60","","0.00%"
"03/27/2023","132.60","132.60","132.60","132.60","","0.08%"
"03/24/2023","132.50","132.50","132.50","132.50","","-0.38%"
"03/23/2023","133.00","133.00","133.00","133.00","","0.00%"
"03/22/2023","133.00","133.00","133.00","133.00","","0.00%"
"03/21/2023","133.00","133.00","133.00","133.00","","1.03%"
"03/20/2023","131.65","131.65","131.65","131.65","","0.38%"
"03/17/2023","131.15","131.15","131.15","131.15","","-1.13%"
"03/16/2023","132.65","132.65","132.65","132.65","","0.11%"
"03/15/2023","132.50","132.50","132.50","132.50","","-1.85%"
"03/14/2023","135.00","135.00","135.00","135.00","","-0.26%"
"03/13/2023","135.35","135.35","135.35","135.35","","1.27%"
"03/10/2023","133.65","133.65","133.65","133.65","","3.09%"
"03/09/2023","129.65","129.65","129.65","129.65","","1.01%"
"03/08/2023","128.35","128.35","128.35","128.35","","0.27%"
"03/07/2023","128.00","128.00","128.00","128.00","","3.23%"
"03/06/2023","124.00","124.00","124.00","124.00","","-6.77%"
"03/03/2023","133.00","133.00","133.00","133.00","","-4.76%"
"03/02/2023","139.65","139.65","139.65","139.65","","-4.58%"
"03/01/2023","146.35","146.35","146.35","146.35","","0.69%"
"02/28/2023","145.35","145.35","145.35","145.35","","-0.45%"
"02/27/2023","146.00","146.00","146.00","146.00","","3.62%"
"02/24/2023","140.90","140.90","140.90","140.90","","-0.88%"
"02/23/2023","142.15","142.15","142.15","142.15","","0.82%"
"02/22/2023","141.00","141.00","141.00","141.00","","-0.70%"
"02/21/2023","142.00","142.00","142.00","142.00","","0.71%"
"02/17/2023","141.00","141.00","141.00","141.00","","-1.40%"
"02/16/2023","143.00","143.00","143.00","143.00","","-0.94%"
"02/15/2023","144.35","144.35","144.35","144.35","","-0.21%"
"02/14/2023","144.65","144.65","144.65","144.65","","0.21%"
"02/13/2023","144.35","144.35","144.35","144.35","","-0.79%"
"02/10/2023","145.50","145.50","145.50","145.50","","2.00%"
"02/09/2023","142.65","142.65","142.65","142.65","","-2.29%"
"02/08/2023","146.00","146.00","146.00","146.00","","-2.89%"
"02/07/2023","150.35","150.35","150.35","150.35","","-4.24%"
"02/06/2023","157.00","157.00","157.00","157.00","","5.26%"
"02/03/2023","149.15","149.15","149.15","149.15","","2.40%"
"02/02/2023","145.65","145.65","145.65","145.65","","1.15%"
"02/01/2023","144.00","144.00","144.00","144.00","","1.41%"
"01/31/2023","142.00","142.00","142.00","142.00","","-3.96%"
"01/30/2023","147.85","147.85","147.85","147.85","","-10.26%"
"01/27/2023","164.75","164.75","164.75","164.75","","4.60%"
"01/26/2023","157.50","157.50","157.50","157.50","","-3.37%"
"01/25/2023","163.00","163.00","163.00","163.00","","-2.98%"
"01/24/2023","168.00","168.00","168.00","168.00","","-1.96%"
"01/23/2023","171.35","171.35","171.35","171.35","","0.00%"
"01/20/2023","171.35","171.35","171.35","171.35","","0.12%"
"01/19/2023","171.15","171.15","171.15","171.15","","1.57%"
"01/18/2023","168.50","168.50","168.50","168.50","","-0.09%"
"01/17/2023","168.65","168.65","168.65","168.65","","-2.15%"
"01/13/2023","172.35","172.35","172.35","172.35","","0.20%"
"01/12/2023","172.00","172.00","172.00","172.00","","2.99%"
"01/11/2023","167.00","167.00","167.00","167.00","","-1.56%"
"01/10/2023","169.65","169.65","169.65","169.65","","-1.08%"
"01/09/2023","171.50","171.50","171.50","171.50","","0.09%"
"01/06/2023","171.35","171.35","171.35","171.35","","-4.81%"
"01/05/2023","180.00","180.00","180.00","180.00","","-2.89%"
"01/04/2023","185.35","185.35","185.35","185.35","","0.73%"
"01/03/2023","184.00","184.00","184.00","184.00","","-11.60%"
"12/30/2022","208.15","208.15","208.15","208.15","","1.54%"
"12/29/2022","205.00","205.00","205.00","205.00","","0.66%"
"12/28/2022","203.65","203.65","203.65","203.65","","-2.09%"
"12/27/2022","208.00","208.00","208.00","208.00","","0.12%"
"12/23/2022","207.75","207.75","207.75","207.75","","0.00%"
"12/22/2022","207.75","207.75","207.75","207.75","","-0.12%"
"12/21/2022","208.00","208.00","208.00","208.00","","-0.95%"
"12/20/2022","210.00","210.00","210.00","210.00","","-1.73%"
"12/19/2022","213.70","213.70","213.70","213.70","","1.11%"
"12/16/2022","211.35","211.35","211.35","211.35","","-7.00%"
"12/15/2022","227.25","227.25","227.25","227.25","","-2.26%"
"12/14/2022","232.50","232.50","232.50","232.50","","0.22%"
"12/13/2022","232.00","232.00","232.00","232.00","","-1.07%"
"12/12/2022","234.50","234.50","234.50","234.50","","-1.68%"
"12/09/2022","238.50","238.50","238.50","238.50","","-0.21%"
"12/08/2022","239.00","239.00","239.00","239.00","","-1.24%"
"12/07/2022","242.00","242.00","242.00","242.00","","-2.02%"
"12/06/2022","247.00","247.00","247.00","247.00","","-0.60%"
"12/05/2022","248.50","248.50","248.50","248.50","","-4.05%"
"12/02/2022","259.00","259.00","259.00","259.00","","2.64%"
"12/01/2022","252.35","252.35","252.35","252.35","","0.54%"
"11/30/2022","251.00","251.00","251.00","251.00","","5.02%"
"11/29/2022","239.00","239.00","239.00","239.00","","0.63%"
"11/28/2022","237.50","237.50","237.50","237.50","0.01K","22.39%"
"11/25/2022","194.05","194.05","194.05","194.05","","-1.25%"
"11/23/2022","196.50","196.50","196.50","196.50","","0.00%"
"11/22/2022","196.50","196.50","196.50","196.50","","-3.32%"
"11/21/2022","203.25","203.25","203.25","203.25","","1.12%"
"11/18/2022","201.00","201.00","201.00","201.00","","3.42%"
"11/17/2022","194.35","194.35","194.35","194.35","","0.36%"
"11/16/2022","193.65","193.65","193.65","193.65","","-2.52%"
"11/15/2022","198.65","198.65","198.65","198.65","","5.86%"
"11/14/2022","187.65","187.65","187.65","187.65","","2.54%"
"11/11/2022","183.00","183.00","183.00","183.00","","-0.27%"
"11/10/2022","183.50","183.50","183.50","183.50","","0.27%"
"11/09/2022","183.00","183.00","183.00","183.00","","-1.80%"
"11/08/2022","186.35","186.35","186.35","186.35","","-5.41%"
"11/07/2022","197.00","197.00","197.00","197.00","","-5.97%"
"11/04/2022","209.50","209.50","209.50","209.50","","-3.46%"
"11/03/2022","217.00","217.00","217.00","217.00","","-4.19%"
"11/02/2022","226.50","226.50","226.50","226.50","","3.83%"
"11/01/2022","218.15","218.15","218.15","218.15","","2.90%"
"10/31/2022","212.00","212.00","212.00","212.00","","-8.86%"
"10/28/2022","232.60","232.60","232.60","232.60","","-2.06%"
"10/27/2022","237.50","237.50","237.50","237.50","","-3.26%"
"10/26/2022","245.50","245.50","245.50","245.50","","0.82%"
"10/25/2022","243.50","243.50","243.50","243.50","","-1.81%"
"10/24/2022","248.00","248.00","248.00","248.00","","0.00%"
"10/21/2022","248.00","248.00","248.00","248.00","","0.00%"
"10/20/2022","248.00","248.00","248.00","248.00","","1.02%"
"10/19/2022","245.50","245.50","245.50","245.50","","-0.35%"
"10/18/2022","246.35","246.35","246.35","246.35","","-0.36%"
"10/17/2022","247.25","247.25","247.25","247.25","","0.37%"
"10/14/2022","246.35","246.35","246.35","246.35","","-2.38%"
"10/13/2022","252.35","252.35","252.35","252.35","","-3.87%"
"10/12/2022","262.50","262.50","262.50","262.50","","6.43%"
"10/11/2022","246.65","246.65","246.65","246.65","","1.50%"
"10/10/2022","243.00","243.00","243.00","243.00","","-1.62%"
"10/07/2022","247.00","247.00","247.00","247.00","","-2.62%"
"10/06/2022","253.65","253.65","253.65","253.65","","-8.76%"
"10/05/2022","278.00","278.00","278.00","278.00","","-5.44%"
"10/04/2022","294.00","294.00","294.00","294.00","","-3.65%"
"10/03/2022","305.15","305.15","305.15","305.15","","3.35%"
"09/30/2022","295.25","295.25","295.25","295.25","","-0.08%"
"09/29/2022","295.50","295.50","295.50","295.50","","-0.17%"
"09/28/2022","296.00","296.00","296.00","296.00","","-0.34%"
"09/27/2022","297.00","297.00","297.00","297.00","","0.51%"
"09/26/2022","295.50","295.50","295.50","295.50","","0.17%"
"09/23/2022","295.00","295.00","295.00","295.00","","-0.17%"
"09/22/2022","295.50","295.50","295.50","295.50","","0.68%"
"09/21/2022","293.50","293.50","293.50","293.50","","0.00%"
"09/20/2022","293.50","293.50","293.50","293.50","","-2.00%"
"09/19/2022","299.50","299.50","299.50","299.50","","0.05%"
"09/16/2022","299.35","299.35","299.35","299.35","","-2.65%"
"09/15/2022","307.50","307.50","307.50","307.50","","0.33%"
"09/14/2022","306.50","306.50","306.50","306.50","","0.33%"
"09/13/2022","305.50","305.50","305.50","305.50","","2.52%"
"09/12/2022","298.00","298.00","298.00","298.00","","-6.19%"
"09/09/2022","317.65","317.65","317.65","317.65","","-4.18%"
"09/08/2022","331.50","331.50","331.50","331.50","","-2.02%"
"09/07/2022","338.35","338.35","338.35","338.35","","-4.33%"
"09/06/2022","353.65","353.65","353.65","353.65","","1.14%"
"09/02/2022","349.65","349.65","349.65","349.65","","-0.53%"
"09/01/2022","351.50","351.50","351.50","351.50","","1.15%"
"08/31/2022","347.50","347.50","347.50","347.50","0.01K","0.04%"
"08/30/2022","347.35","347.35","347.35","347.35","0.05K","-2.15%"
"08/29/2022","355.00","355.00","355.00","355.00","","6.80%"
"08/26/2022","332.40","332.40","332.40","332.40","","-0.63%"
"08/25/2022","334.50","334.50","334.50","334.50","","0.15%"
"08/24/2022","334.00","334.00","334.00","334.00","","-0.30%"
"08/23/2022","335.00","335.00","335.00","335.00","","-0.59%"
"08/22/2022","337.00","337.00","337.00","337.00","","-1.32%"
"08/19/2022","341.50","341.50","341.50","341.50","","1.94%"
"08/18/2022","335.00","335.00","335.00","335.00","","0.60%"
"08/17/2022","333.00","333.00","333.00","333.00","","1.60%"
"08/16/2022","327.75","327.75","327.75","327.75","0.02K","1.99%"
"08/15/2022","321.35","321.35","321.35","321.35","","2.67%"
"08/12/2022","313.00","313.00","313.00","313.00","","-0.48%"
"08/11/2022","314.50","314.50","314.50","314.50","","0.91%"
"08/10/2022","311.65","311.65","311.65","311.65","","3.02%"
"08/09/2022","302.50","302.50","302.50","302.50","","-0.82%"
"08/08/2022","305.00","305.00","305.00","305.00","","3.39%"
"08/05/2022","295.00","295.00","295.00","295.00","","-1.45%"
"08/04/2022","299.35","299.35","299.35","299.35","","-3.64%"
"08/03/2022","310.65","310.65","310.65","310.65","","-3.52%"
"08/02/2022","322.00","322.00","322.00","322.00","0.01K","0.20%"
"08/01/2022","321.35","321.35","321.35","321.35","","-2.27%"
"07/29/2022","328.80","328.80","328.80","328.80","","-0.77%"
"07/28/2022","331.35","331.35","331.35","331.35","","0.30%"
"07/27/2022","330.35","330.35","330.35","330.35","","-3.59%"
"07/26/2022","342.65","342.65","342.65","342.65","","2.18%"
"07/25/2022","335.35","335.35","335.35","335.35","","1.93%"
"07/22/2022","329.00","329.00","329.00","329.00","","-0.60%"
"07/21/2022","331.00","331.00","331.00","331.00","","0.61%"
"07/20/2022","329.00","329.00","329.00","329.00","","-1.98%"
"07/19/2022","335.65","335.65","335.65","335.65","","-2.57%"
"07/18/2022","344.50","344.50","344.50","344.50","","0.00%"
"07/15/2022","344.50","344.50","344.50","344.50","","-2.13%"
"07/14/2022","352.00","352.00","352.00","352.00","","-0.38%"
"07/13/2022","353.35","353.35","353.35","353.35","","-0.51%"
"07/12/2022","355.15","355.15","355.15","355.15","","0.11%"
"07/11/2022","354.75","354.75","354.75","354.75","","0.35%"
"07/08/2022","353.50","353.50","353.50","353.50","","-0.28%"
"07/07/2022","354.50","354.50","354.50","354.50","","1.43%"
"07/06/2022","349.50","349.50","349.50","349.50","","1.01%"
"07/05/2022","346.00","346.00","346.00","346.00","","1.32%"
"07/01/2022","341.50","341.50","341.50","341.50","","-0.34%"
"06/30/2022","342.65","342.65","342.65","342.65","0.01K","1.42%"
"06/29/2022","337.85","337.85","337.85","337.85","0.11K","-0.38%"
"06/28/2022","339.15","339.15","339.15","339.15","","-1.48%"
"06/27/2022","344.25","344.25","344.25","344.25","","5.08%"
"06/24/2022","327.60","327.60","327.60","327.60","","-0.88%"
"06/23/2022","330.50","330.50","330.50","330.50","","-0.05%"
"06/22/2022","330.65","330.65","330.65","330.65","","0.35%"
"06/21/2022","329.50","329.50","329.50","329.50","","1.54%"
"06/17/2022","324.50","324.50","324.50","324.50","","0.78%"
"06/16/2022","322.00","322.00","322.00","322.00","","2.22%"
"06/15/2022","315.00","315.00","315.00","315.00","","0.96%"
"06/14/2022","312.00","312.00","312.00","312.00","","0.32%"
"06/13/2022","311.00","311.00","311.00","311.00","","-0.16%"
"06/10/2022","311.50","311.50","311.50","311.50","","-1.31%"
"06/09/2022","315.65","315.65","315.65","315.65","","-1.05%"
"06/08/2022","319.00","319.00","319.00","319.00","","-1.24%"
"06/07/2022","323.00","323.00","323.00","323.00","","-0.62%"
"06/06/2022","325.00","325.00","325.00","325.00","","-0.46%"
"06/03/2022","326.50","326.50","326.50","326.50","","0.00%"
"06/02/2022","326.50","326.50","326.50","326.50","","0.00%"
"06/01/2022","326.50","326.50","326.50","326.50","","-2.10%"
"05/31/2022","333.50","333.50","333.50","333.50","","3.27%"
"05/27/2022","322.95","322.95","322.95","322.95","","-1.99%"
"05/26/2022","329.50","329.50","329.50","329.50","","0.46%"
"05/25/2022","328.00","328.00","328.00","328.00","","0.15%"
"05/24/2022","327.50","327.50","327.50","327.50","","-1.21%"
"05/23/2022","331.50","331.50","331.50","331.50","","0.64%"
"05/20/2022","329.40","329.40","329.40","329.40","","-0.03%"
"05/19/2022","329.50","329.50","329.50","329.50","","0.61%"
"05/18/2022","327.50","327.50","327.50","327.50","","0.00%"
"05/17/2022","327.50","327.50","327.50","327.50","","-0.86%"
"05/16/2022","330.35","330.35","330.35","330.35","","1.65%"
"05/13/2022","325.00","325.00","325.00","325.00","","-0.76%"
"05/12/2022","327.50","327.50","327.50","327.50","","2.34%"
"05/11/2022","320.00","320.00","320.00","320.00","","2.73%"
"05/10/2022","311.50","311.50","311.50","311.50","","2.13%"
"05/09/2022","305.00","305.00","305.00","305.00","","-1.77%"
"05/06/2022","310.50","310.50","310.50","310.50","","0.16%"
"05/05/2022","310.00","310.00","310.00","310.00","0.02K","3.45%"
